Date,Open,High,Low,Close,Volume
2018-03-16,92.08,92.19,91.52,91.89,77406607
2018-03-19,91.90,92.19,91.85,91.90,4527075
2018-03-20,91.77,92.28,91.57,91.91,15078776
2018-03-21,91.78,92.38,91.75,91.91,3340415
2018-03-22,91.94,92.03,91.59,91.92,80171027
2018-03-23,91.90,92.30,91.84,91.93,24075689
2018-03-26,92.19,92.36,91.88,91.94,21019022
2018-03-27,92.11,92.22,91.61,91.94,58469907
2018-03-28,91.83,92.33,91.72,91.95,77360497
2018-03-29,92.10,92.39,91.88,91.96,23991397
2018-03-30,91.75,92.16,91.49,91.96,18346973
2018-04-02,92.01,92.06,91.72,91.97,31515798
2018-04-03,91.88,92.05,91.68,91.98,55352710
2018-04-04,91.97,92.02,91.80,91.99,11905632
2018-04-05,91.83,92.23,91.61,91.99,68705973
2018-04-06,91.86,92.00,91.43,92.00,50990468
2018-04-09,92.01,92.19,91.39,92.01,52649925
2018-04-10,91.95,92.11,91.84,92.02,24967950
2018-04-11,92.10,92.34,91.73,92.02,89174947
2018-04-12,91.80,92.29,91.44,92.03,9982034
2018-04-13,91.96,92.26,91.44,92.04,28099447
2018-04-16,91.96,92.26,91.84,92.04,35351508
2018-04-17,92.17,92.62,91.86,92.05,62326808
2018-04-18,91.96,92.18,91.93,92.06,24389938
2018-04-19,91.86,92.09,91.73,92.07,88861999
2018-04-20,91.64,92.39,91.37,92.07,25407527
2018-04-23,92.09,92.22,91.58,92.08,80212491
2018-04-24,92.15,92.24,92.00,92.09,58520412
2018-04-25,92.11,92.65,91.99,92.10,21563449
2018-04-26,92.32,92.54,92.00,92.10,58467158
2018-04-27,91.78,92.40,91.40,92.11,19906929
2018-04-30,92.17,92.43,91.85,92.12,81231727
2018-05-01,92.03,92.20,91.68,92.12,79523698
2018-05-02,92.05,92.19,91.81,92.13,80004517
2018-05-03,92.25,92.77,91.92,92.14,30672371
2018-05-04,91.99,92.47,91.91,92.15,13454109
2018-05-07,92.20,92.25,92.13,92.15,13352251
2018-05-08,92.25,92.45,91.90,92.16,49390070
2018-05-09,91.92,92.83,91.90,92.17,45908847
2018-05-10,91.86,92.48,91.84,92.18,17064378
2018-05-11,92.10,92.25,91.92,92.18,77398107
2018-05-14,92.14,92.95,92.05,92.19,12462485
2018-05-15,92.31,92.53,91.93,92.20,81315639
2018-05-16,91.83,92.42,91.80,92.20,34610952
2018-05-17,91.77,92.33,91.35,92.21,59636642
2018-05-18,92.32,92.60,92.18,92.22,79517834
2018-05-21,91.80,92.64,91.61,92.23,84090029
2018-05-22,92.18,92.27,92.10,92.23,53461223
2018-05-23,92.02,92.50,91.81,92.24,85243693
2018-05-24,92.41,92.57,92.16,92.25,57318282
2018-05-25,92.14,92.28,92.13,92.26,5055843
2018-05-28,92.23,92.28,92.12,92.26,65700724
2018-05-29,92.06,92.40,91.75,92.27,81148230
2018-05-30,92.17,92.46,92.15,92.28,81985873
2018-05-31,92.27,92.59,91.96,92.28,52262580
2018-06-01,92.42,92.64,91.96,92.29,16344009
2018-06-04,92.28,92.43,92.19,92.30,76406117
2018-06-05,92.39,92.59,92.19,92.31,14346879
2018-06-06,92.19,92.67,92.05,92.31,51970778
2018-06-07,92.16,92.57,92.04,92.32,86775837
2018-06-08,92.35,92.36,92.22,92.33,83726439
2018-06-11,92.07,92.41,91.79,92.34,4480118
2018-06-12,92.39,92.39,92.27,92.34,4292033
2018-06-13,92.27,92.41,92.24,92.35,58145681
2018-06-14,92.51,92.96,92.33,92.36,79197820
2018-06-15,92.37,92.48,92.15,92.36,27637831
2018-06-18,92.50,92.94,91.99,92.37,20576873
2018-06-19,92.33,92.65,92.03,92.38,13740125
2018-06-20,92.50,92.93,92.20,92.39,22164789
2018-06-21,92.41,92.72,92.02,92.39,56233464
2018-06-22,92.36,92.43,92.33,92.40,37719445
2018-06-25,92.45,92.55,92.37,92.41,66280538
2018-06-26,92.37,92.83,92.00,92.42,41988619
2018-06-27,92.47,92.47,92.29,92.42,44060408
2018-06-28,92.21,92.87,91.94,92.43,4688843
2018-06-29,92.47,92.53,92.33,92.44,25220004
2018-07-02,92.33,92.54,92.08,92.44,27325666
2018-07-03,92.50,92.59,92.27,92.45,35851898
2018-07-04,92.74,92.85,92.28,92.46,50384670
2018-07-05,92.53,93.19,92.15,92.47,20141128
2018-07-06,92.23,92.59,92.13,92.47,30413092
2018-07-09,92.56,92.83,92.13,92.48,72707844
2018-07-10,92.48,92.80,92.37,92.49,36677780
2018-07-11,92.56,92.70,92.32,92.49,71908567
2018-07-12,92.40,92.63,92.25,92.50,81999948
2018-07-13,92.44,92.57,92.40,92.51,61148518
2018-07-16,92.65,93.03,92.51,92.52,11471042
2018-07-17,92.46,92.84,92.33,92.52,85274926
2018-07-18,92.39,92.82,92.19,92.53,30827213
2018-07-19,92.73,92.81,92.31,92.54,24229739
2018-07-20,92.51,92.94,92.41,92.55,43082986
2018-07-23,92.34,92.94,91.97,92.55,64367051
2018-07-24,92.68,93.09,92.52,92.56,40881753
2018-07-25,92.70,92.86,91.80,92.57,7502618
2018-07-26,92.39,93.41,92.24,92.57,4442016
2018-07-27,92.69,93.01,92.22,92.58,25329849
2018-07-30,92.68,92.77,92.19,92.59,43261525
2018-07-31,92.79,93.33,92.29,92.60,29940533
2018-08-01,92.56,92.61,92.20,92.60,50233381
2018-08-02,92.26,92.94,92.20,92.61,15487620
2018-08-03,92.53,93.06,92.46,92.62,65317966
2018-08-06,92.69,92.81,92.18,92.63,29168881
2018-08-07,92.76,92.95,92.19,92.63,3579337
2018-08-08,92.67,92.80,92.31,92.64,65806053
2018-08-09,93.01,93.20,92.36,92.65,84018939
2018-08-10,92.68,92.80,92.42,92.65,86084514
2018-08-13,92.40,92.69,92.33,92.66,64621794
2018-08-14,92.54,92.82,92.05,92.67,19853854
2018-08-15,92.65,93.03,91.96,92.68,21860500
2018-08-16,92.61,93.06,92.52,92.68,6028106
2018-08-17,93.00,93.09,92.66,92.69,22081875
2018-08-20,92.84,93.31,92.25,92.70,74150018
2018-08-21,92.43,92.71,92.42,92.71,77519141
2018-08-22,92.73,93.32,92.61,92.71,41114756
2018-08-23,92.86,92.89,92.61,92.72,39503977
2018-08-24,92.70,92.74,92.61,92.73,37354241
2018-08-27,92.91,93.24,92.36,92.73,49200492
2018-08-28,92.61,93.12,92.08,92.74,31713704
2018-08-29,92.70,93.31,92.54,92.75,37237196
2018-08-30,92.66,93.18,91.68,92.76,82021374
2018-08-31,92.69,92.79,92.54,92.76,49768588
2018-09-03,92.74,93.17,92.69,92.77,73469430
2018-09-04,92.97,93.38,92.44,92.78,17143426
2018-09-05,92.49,93.11,92.41,92.79,72870963
2018-09-06,92.90,93.25,92.51,92.79,13787705
2018-09-07,92.80,93.53,92.64,92.80,67602248
2018-09-10,92.60,93.10,92.51,92.81,19121905
2018-09-11,92.79,93.29,92.62,92.81,46560747
2018-09-12,92.94,93.27,92.80,92.82,36170810
2018-09-13,92.91,93.31,92.70,92.83,64386347
2018-09-14,93.07,93.26,92.62,92.84,55091669
2018-09-17,92.60,92.85,92.53,92.84,13880758
2018-09-18,92.66,93.20,92.58,92.85,20829484
2018-09-19,93.10,93.13,92.64,92.86,56230879
2018-09-20,92.14,93.76,91.85,92.87,26621128
2018-09-21,93.11,93.49,92.85,92.87,58243689
2018-09-24,92.92,93.24,92.78,92.88,48922674
2018-09-25,92.74,92.96,92.50,92.89,26169838
2018-09-26,92.86,92.99,92.46,92.89,17281254
2018-09-27,92.83,93.26,92.28,92.90,51230109
2018-09-28,92.95,93.41,92.79,92.91,87466875
2018-10-01,93.10,93.70,92.91,92.92,39703586
2018-10-02,93.03,93.05,92.77,92.92,54759539
2018-10-03,93.08,93.54,92.79,92.93,61983248
2018-10-04,93.03,93.15,92.75,92.94,28397077
2018-10-05,93.04,93.47,92.88,92.95,11028300
2018-10-08,92.81,93.09,92.67,92.95,81530984
2018-10-09,93.17,93.25,92.40,92.96,59687370
2018-10-10,92.98,93.22,92.71,92.97,78881720
2018-10-11,92.76,93.11,92.61,92.97,15285860
2018-10-12,93.03,93.21,92.93,92.98,52976329
2018-10-15,92.85,93.18,92.59,92.99,80542887
2018-10-16,92.46,93.03,91.84,93.00,3664807
2018-10-17,93.21,93.60,92.71,93.00,65840895
2018-10-18,93.24,93.90,92.72,93.01,71302554
2018-10-19,92.82,93.14,92.60,93.02,61959739
2018-10-22,93.03,93.60,93.01,93.02,86136834
2018-10-23,92.74,93.30,92.41,93.03,59026254
2018-10-24,93.30,93.55,92.86,93.04,37889865
2018-10-25,93.08,93.33,93.02,93.05,20084602
2018-10-26,93.33,93.43,93.00,93.05,52488513
2018-10-29,93.48,93.59,93.03,93.06,50851925
2018-10-30,92.77,93.40,92.68,93.07,23754719
2018-10-31,92.82,93.29,92.42,93.08,18208084
2018-11-01,93.04,93.36,92.95,93.08,44293654
2018-11-02,93.07,93.44,92.84,93.09,14136048
2018-11-05,93.30,93.37,92.97,93.10,31669662
2018-11-06,92.87,93.25,92.52,93.10,1856932
2018-11-07,93.27,93.34,92.86,93.11,15810571
2018-11-08,92.84,93.25,92.78,93.12,16863917
2018-11-09,93.32,93.84,93.03,93.13,58981267
2018-11-12,93.10,93.33,92.77,93.13,7346732
2018-11-13,93.42,93.62,93.09,93.14,47745299
2018-11-14,93.05,93.29,92.70,93.15,50766563
2018-11-15,93.08,93.18,92.88,93.16,41162609
2018-11-16,92.94,93.25,92.84,93.16,62692230
2018-11-19,93.23,93.47,93.14,93.17,85586490
2018-11-20,93.02,93.48,92.87,93.18,45824712
2018-11-21,93.36,93.42,93.08,93.18,82936083
2018-11-22,93.46,93.86,93.18,93.19,72411389
2018-11-23,93.08,93.40,92.65,93.20,78614628
2018-11-26,93.43,93.76,93.14,93.21,21052072
2018-11-27,93.09,93.29,93.06,93.21,37233889
2018-11-28,93.27,93.37,92.93,93.22,41802201
2018-11-29,93.25,93.69,93.10,93.23,25574440
2018-11-30,93.61,93.87,93.11,93.24,36754969
2018-12-03,93.08,93.24,93.00,93.24,81150890
2018-12-04,93.34,93.37,93.12,93.25,11599022
2018-12-05,93.00,93.81,92.94,93.26,88319912
2018-12-06,93.09,93.39,92.96,93.26,44353106
2018-12-07,93.31,93.58,92.84,93.27,64180433
2018-12-10,93.03,93.49,92.89,93.28,58167414
2018-12-11,93.04,93.36,92.66,93.29,55300400
2018-12-12,93.37,93.47,93.04,93.29,6573145
2018-12-13,93.70,93.75,93.26,93.30,31261904
2018-12-14,93.40,93.73,93.27,93.31,12714730
2018-12-17,93.21,93.39,93.12,93.32,34856967
2018-12-18,93.02,93.46,92.91,93.32,75100986
2018-12-19,93.31,93.39,92.57,93.33,64191315
2018-12-20,93.27,93.35,93.05,93.34,25134059
2018-12-21,93.29,93.50,93.16,93.34,47073193
2018-12-24,93.54,93.75,92.69,93.35,51869877
2018-12-25,93.33,93.65,93.04,93.36,6397044
2018-12-26,93.59,93.98,93.15,93.37,18859846
2018-12-27,93.39,93.76,93.34,93.37,37636496
2018-12-28,93.38,93.85,92.91,93.38,89378961
2018-12-31,92.87,93.63,92.69,93.39,6196454
2019-01-01,93.48,93.52,93.08,93.40,9417713
2019-01-02,93.31,93.55,93.00,93.40,65349088
2019-01-03,93.46,93.66,92.87,93.41,39275410
2019-01-04,93.18,93.52,93.10,93.42,87676220
2019-01-07,93.61,94.09,93.09,93.42,46047757
2019-01-08,92.96,93.63,92.47,93.43,29798093
2019-01-09,93.56,93.86,93.16,93.44,41580091
2019-01-10,93.59,93.89,93.33,93.45,23866109
2019-01-11,93.26,93.46,93.10,93.45,6718032
2019-01-14,93.40,93.79,93.27,93.46,56036484
2019-01-15,93.68,93.76,93.04,93.47,22193651
2019-01-16,93.54,93.77,93.33,93.48,26898741
2019-01-17,93.61,94.04,93.10,93.48,7806533
2019-01-18,93.48,93.53,93.28,93.49,72432269
2019-01-21,93.60,93.63,93.41,93.50,13404560
2019-01-22,93.64,93.99,93.40,93.50,45077717
2019-01-23,93.59,94.03,93.46,93.51,26639438
2019-01-24,93.77,93.81,93.43,93.52,33928183
2019-01-25,93.36,93.82,93.18,93.53,72265780
2019-01-28,93.50,93.74,93.22,93.53,43832411
2019-01-29,93.68,93.74,93.29,93.54,89931289
2019-01-30,93.66,93.79,93.10,93.55,26410227
2019-01-31,93.57,93.77,93.47,93.56,25753169
2019-02-01,93.84,93.86,93.49,93.56,67255173
2019-02-04,93.59,93.79,93.53,93.57,58235963
2019-02-05,93.56,93.95,93.47,93.58,82325152
2019-02-06,93.53,93.63,93.31,93.58,31508136
2019-02-07,93.88,94.31,93.50,93.59,36970003
2019-02-08,93.49,93.75,93.42,93.60,2475090
2019-02-11,93.93,94.45,93.41,93.61,72964989
2019-02-12,93.77,93.97,93.40,93.61,50462907
2019-02-13,93.66,94.07,93.25,93.62,47473801
2019-02-14,93.46,93.71,93.25,93.63,79850680
2019-02-15,93.51,93.68,92.96,93.64,28607137
2019-02-18,93.94,94.09,93.62,93.64,17373812
2019-02-19,93.61,93.81,93.49,93.65,46214193
2019-02-20,93.45,93.79,93.30,93.66,79031304
2019-02-21,93.69,93.94,93.52,93.66,37819990
2019-02-22,94.06,94.12,93.42,93.67,15861494
2019-02-25,93.69,93.92,93.68,93.68,49069959
2019-02-26,94.08,94.50,93.65,93.69,29874538
2019-02-27,93.92,94.19,93.25,93.69,7018397
2019-02-28,93.75,94.02,93.56,93.70,58262682
2019-03-01,93.61,93.78,93.15,93.71,22150377
2019-03-04,93.79,93.80,93.38,93.71,22878897
2019-03-05,93.63,93.74,93.26,93.72,61712750
2019-03-06,93.62,93.87,93.49,93.73,79497119
2019-03-07,93.70,93.87,93.24,93.74,89111836
2019-03-08,93.70,93.78,93.61,93.74,59023707
2019-03-11,93.89,93.95,93.63,93.75,82015314
2019-03-12,93.92,94.30,93.42,93.76,52025021
2019-03-13,93.78,94.10,93.74,93.77,80172714
2019-03-14,93.82,94.12,93.59,93.77,18141727
2019-03-15,93.89,93.93,93.01,93.78,54285821
2019-03-18,93.98,94.24,93.66,93.79,79003629
2019-03-19,93.90,93.95,93.64,93.79,67626187
2019-03-20,93.74,94.02,93.70,93.80,66998851
2019-03-21,93.65,94.07,93.38,93.81,55965564
2019-03-22,93.79,93.92,93.64,93.82,59211565
2019-03-25,93.57,93.90,93.55,93.82,84301317
2019-03-26,93.62,93.96,92.95,93.83,50223995
2019-03-27,93.52,93.92,93.33,93.84,27321155
2019-03-28,93.41,94.29,93.15,93.85,88260944
2019-03-29,93.76,94.34,93.64,93.85,71740442
2019-04-01,93.54,94.24,93.46,93.86,11832826
2019-04-02,93.60,94.15,93.32,93.87,47075324
2019-04-03,94.18,94.64,93.86,93.87,38412182
2019-04-04,93.77,94.60,93.46,93.88,25945217
2019-04-05,93.68,94.03,93.56,93.89,19016491
2019-04-08,93.92,94.15,93.75,93.90,64017722
2019-04-09,93.70,94.08,93.50,93.90,71746808
2019-04-10,93.89,94.32,93.68,93.91,59825552
2019-04-11,93.97,94.49,93.90,93.92,67179035
2019-04-12,94.04,94.24,93.71,93.93,28446915
2019-04-15,93.92,94.27,93.91,93.93,10748038
2019-04-16,93.65,93.95,93.03,93.94,80176416
2019-04-17,93.67,94.31,93.61,93.95,2495296
2019-04-18,93.86,94.01,93.62,93.95,79932696
2019-04-19,93.89,94.11,93.63,93.96,27825954
2019-04-22,93.77,94.36,93.76,93.97,81994790
2019-04-23,93.95,94.18,93.41,93.98,26991800
2019-04-24,94.03,94.09,93.95,93.98,88680101
2019-04-25,94.08,94.12,93.94,93.99,37177512
2019-04-26,94.20,94.39,93.62,94.00,76090036
2019-04-29,93.94,94.15,93.72,94.01,80156163
2019-04-30,93.74,94.08,93.54,94.01,4367363
2019-05-01,94.50,94.81,93.81,94.02,34212329
2019-05-02,94.08,94.47,93.99,94.03,68859305
2019-05-03,94.02,94.20,93.75,94.03,19754421
2019-05-06,93.90,94.17,93.62,94.04,89035353
2019-05-07,93.88,94.21,93.85,94.05,33111091
2019-05-08,93.92,94.10,93.53,94.06,7519935
2019-05-09,93.94,94.22,93.84,94.06,45575708
2019-05-10,94.04,94.13,93.85,94.07,75208769
2019-05-13,94.26,94.41,94.02,94.08,12902842
2019-05-14,94.06,94.27,93.88,94.09,57603360
2019-05-15,94.32,94.53,93.76,94.09,3958198
2019-05-16,93.87,94.46,93.32,94.10,61818153
2019-05-17,94.47,94.67,93.99,94.11,11095477
2019-05-20,93.90,94.37,93.73,94.11,70306616
2019-05-21,94.11,94.29,94.00,94.12,35285976
2019-05-22,94.14,94.47,94.11,94.13,45134386
2019-05-23,94.09,94.54,94.06,94.14,28750056
2019-05-24,94.30,94.93,94.10,94.14,86883640
2019-05-27,94.17,94.29,93.89,94.15,16251629
2019-05-28,94.21,94.23,93.94,94.16,59241790
2019-05-29,94.18,94.19,93.78,94.17,63029644
2019-05-30,93.74,94.50,93.58,94.17,25204527
2019-05-31,93.63,94.22,93.43,94.18,5293430
2019-06-03,94.28,94.50,93.75,94.19,57711851
2019-06-04,93.91,94.24,93.75,94.19,49242674
2019-06-05,94.24,94.89,94.15,94.20,30916390
2019-06-06,94.16,94.79,94.13,94.21,52733685
2019-06-07,94.39,94.44,93.68,94.22,26653892
2019-06-10,94.07,94.54,93.66,94.22,17004669
2019-06-11,94.06,94.56,94.05,94.23,41625744
2019-06-12,93.90,94.56,93.72,94.24,11267236
2019-06-13,94.23,94.29,94.20,94.25,17811023
2019-06-14,94.32,94.42,94.24,94.25,23673062
2019-06-17,93.93,94.38,93.85,94.26,33346707
2019-06-18,94.25,94.78,94.18,94.27,12921206
2019-06-19,94.53,94.87,94.27,94.27,31752193
2019-06-20,94.14,94.39,93.84,94.28,40490930
2019-06-21,94.33,94.52,94.21,94.29,74914388
2019-06-24,94.32,94.45,94.17,94.30,24016758
2019-06-25,94.19,94.50,94.14,94.30,81780562
2019-06-26,94.33,94.80,94.25,94.31,62290784
2019-06-27,94.79,94.84,94.08,94.32,79948217
2019-06-28,94.10,94.38,93.81,94.32,86910550
2019-07-01,94.33,94.40,94.15,94.33,2924035
2019-07-02,94.25,94.40,93.95,94.34,17960980
2019-07-03,94.35,94.39,94.12,94.35,2624015
2019-07-04,94.43,94.56,93.85,94.35,63260741
2019-07-05,94.53,94.60,94.33,94.36,60820320
2019-07-08,94.05,94.74,93.83,94.37,10290754
2019-07-09,94.51,94.65,93.95,94.38,79934438
2019-07-10,94.26,94.39,94.07,94.38,86897831
2019-07-11,94.15,94.56,93.98,94.39,6895939
2019-07-12,94.70,94.87,94.17,94.40,56181482
2019-07-15,94.80,94.90,93.92,94.40,82880372
2019-07-16,94.47,94.63,94.17,94.41,73029090
2019-07-17,94.41,94.57,94.12,94.42,1879347
2019-07-18,94.48,94.71,94.23,94.43,78154089
2019-07-19,94.44,94.95,94.35,94.43,56225320
2019-07-22,93.91,94.61,93.61,94.44,24258012
2019-07-23,94.35,94.94,94.14,94.45,41311697
2019-07-24,94.52,94.64,94.40,94.46,86253571
2019-07-25,94.54,94.67,94.20,94.46,72938066
2019-07-26,94.72,94.73,94.08,94.47,48880911
2019-07-29,94.50,94.99,94.00,94.48,60175746
2019-07-30,94.54,94.73,94.24,94.48,78052521
2019-07-31,94.12,94.61,94.06,94.49,43165496
2019-08-01,94.26,94.59,94.03,94.50,84147698
2019-08-02,94.44,94.58,94.16,94.51,86399758
2019-08-05,94.53,94.74,94.29,94.51,2578369
2019-08-06,94.63,94.72,94.36,94.52,30384472
2019-08-07,94.65,94.88,94.32,94.53,32969724
2019-08-08,94.55,94.69,94.47,94.54,37047474
2019-08-09,94.25,94.66,94.09,94.54,18837039
2019-08-12,94.55,94.66,94.36,94.55,85946363
2019-08-13,94.63,94.81,94.53,94.56,55183918
2019-08-14,94.17,94.81,93.71,94.56,33200064
2019-08-15,94.67,94.82,94.43,94.57,2323183
2019-08-16,94.68,94.75,94.45,94.58,17264625
2019-08-19,94.52,95.09,94.42,94.59,53594551
2019-08-20,94.83,95.13,94.50,94.59,81099479
2019-08-21,94.91,95.15,94.49,94.60,27333169
2019-08-22,94.66,94.70,94.50,94.61,13433093
2019-08-23,94.74,94.90,94.60,94.62,85785462
2019-08-26,94.54,94.72,94.46,94.62,51657358
2019-08-27,94.25,94.76,93.60,94.63,41432976
2019-08-28,94.58,94.89,94.26,94.64,2202399
2019-08-29,94.69,95.32,94.11,94.64,38264484
2019-08-30,94.68,94.71,94.50,94.65,41862742
2019-09-02,94.96,95.13,94.57,94.66,18392828
2019-09-03,94.66,94.85,94.03,94.67,16849182
2019-09-04,94.38,94.77,94.38,94.67,31286741
2019-09-05,94.66,94.98,94.22,94.68,44565133
2019-09-06,94.40,94.90,93.72,94.69,36774106
2019-09-09,94.24,94.79,94.17,94.70,42730175
2019-09-10,94.41,94.74,94.19,94.70,67849660
2019-09-11,94.71,94.74,94.66,94.71,38137964
2019-09-12,94.82,94.88,94.52,94.72,34384616
2019-09-13,94.83,94.93,94.68,94.72,47226609
2019-09-16,94.82,95.30,94.71,94.73,58055537
2019-09-17,94.45,95.22,94.32,94.74,88002553
2019-09-18,94.97,95.55,94.48,94.75,13093122
2019-09-19,94.44,94.92,94.40,94.75,13601268
2019-09-20,94.74,94.81,94.52,94.76,88797581
2019-09-23,94.46,94.88,94.14,94.77,30166796
2019-09-24,94.77,95.06,94.75,94.78,42919506
2019-09-25,94.85,95.11,94.70,94.78,70570581
2019-09-26,94.81,95.33,94.68,94.79,12741643
2019-09-27,94.87,94.90,94.65,94.80,2334099
2019-09-30,95.08,95.29,94.66,94.80,25355276
2019-10-01,94.95,95.21,94.54,94.81,48896912
2019-10-02,95.01,95.01,94.79,94.82,47690254
2019-10-03,94.60,94.92,94.47,94.83,83447667
2019-10-04,95.09,95.31,94.19,94.83,21026772
2019-10-07,95.07,95.13,94.38,94.84,10463408
2019-10-08,94.52,95.09,94.45,94.85,27964863
2019-10-09,94.73,95.47,94.71,94.85,30737765
2019-10-10,94.92,95.09,94.43,94.86,82020506
2019-10-11,95.00,95.29,94.74,94.87,32382933
2019-10-14,94.87,95.40,94.78,94.88,78504064
2019-10-15,94.97,95.37,94.46,94.88,84248567
2019-10-16,94.68,95.07,94.65,94.89,14588871
2019-10-17,94.99,95.23,94.50,94.90,43171186
2019-10-18,94.64,95.07,94.36,94.91,62323304
2019-10-21,94.97,95.03,94.66,94.91,59645359
2019-10-22,95.04,95.45,94.77,94.92,53293827
2019-10-23,94.98,95.13,94.67,94.93,37603241
2019-10-24,95.29,95.80,94.77,94.93,27359281
2019-10-25,94.89,95.05,94.86,94.94,30806322
2019-10-28,94.98,95.16,94.59,94.95,25396959
2019-10-29,95.07,95.60,94.94,94.96,38723420
2019-10-30,95.10,95.72,94.94,94.96,47440425
2019-10-31,95.23,95.39,94.91,94.97,36101711
2019-11-01,94.96,95.42,94.11,94.98,43671155
2019-11-04,94.89,95.33,94.82,94.99,1184576
2019-11-05,94.76,95.30,94.06,94.99,17191156
2019-11-06,94.79,95.46,94.48,95.00,57162310
2019-11-07,95.37,95.64,94.95,95.01,13448827
2019-11-08,94.89,95.02,94.74,95.01,86842126
2019-11-11,94.98,95.37,94.82,95.02,33050617
2019-11-12,94.86,95.84,94.78,95.03,62320373
2019-11-13,94.85,95.10,94.81,95.04,83746745
2019-11-14,95.24,95.29,94.94,95.04,70968527
2019-11-15,94.90,95.19,94.80,95.05,84729124
2019-11-18,95.34,95.45,94.94,95.06,46683671
2019-11-19,94.83,95.09,94.65,95.07,7045852
2019-11-20,95.26,95.28,94.65,95.07,68375910
2019-11-21,95.20,95.25,94.96,95.08,83364812
2019-11-22,94.99,95.13,94.68,95.09,31041096
2019-11-25,95.05,95.44,94.78,95.09,63849212
2019-11-26,95.27,95.35,94.82,95.10,50016602
2019-11-27,95.11,95.22,94.62,95.11,70673194
2019-11-28,95.36,95.63,94.84,95.12,86946506
2019-11-29,95.22,95.75,94.77,95.12,27627628
2019-12-02,94.81,95.40,94.33,95.13,31417472
2019-12-03,95.60,95.78,95.01,95.14,39120101
2019-12-04,95.09,95.26,94.92,95.15,2847905
2019-12-05,95.11,95.21,95.08,95.15,36392932
2019-12-06,95.22,95.45,94.68,95.16,37586525
2019-12-09,95.22,95.83,94.89,95.17,66718438
2019-12-10,95.13,95.46,95.01,95.17,77308993
2019-12-11,94.88,95.46,94.66,95.18,56354276
2019-12-12,95.14,95.20,94.98,95.19,25564210
2019-12-13,94.96,95.79,94.58,95.20,80763163
2019-12-16,95.22,95.33,95.20,95.20,74000558
2019-12-17,95.17,95.41,94.87,95.21,63120321
2019-12-18,95.19,95.45,94.65,95.22,36145865
2019-12-19,95.20,95.60,95.13,95.23,51677211
2019-12-20,95.39,95.61,95.00,95.23,89260806
2019-12-23,95.34,95.35,94.36,95.24,8454717
2019-12-24,95.29,95.32,95.20,95.25,42893390
