Date,Open,High,Low,Close,Volume
2018-09-04,144.46,145.14,144.07,144.19,82787425
2018-09-05,145.12,145.59,144.85,145.02,8315698
2018-09-06,145.74,146.16,145.07,145.42,2258822
2018-09-07,145.28,146.04,144.94,145.48,79914628
2018-09-10,144.31,144.54,144.25,144.34,51505935
2018-09-11,144.08,144.64,143.21,144.35,5949126
2018-09-12,144.68,144.89,144.62,144.85,29755011
2018-09-13,145.57,146.16,145.34,145.88,56864309
2018-09-14,146.82,147.96,146.40,147.15,61103108
2018-09-17,146.52,147.39,146.35,146.91,6643882
2018-09-18,146.05,146.42,145.49,146.11,47537815
2018-09-19,144.95,145.61,144.74,145.34,22950762
2018-09-20,147.06,147.47,146.30,146.87,57992198
2018-09-21,145.19,145.72,144.98,145.22,34788962
2018-09-24,144.76,145.14,144.04,144.96,77734023
2018-09-25,145.10,145.24,144.39,144.80,1865368
2018-09-26,144.11,144.37,143.59,143.61,21879391
2018-09-27,144.15,144.21,143.20,144.06,18973759
2018-09-28,142.70,142.82,142.38,142.57,80187357
2018-10-01,142.43,143.40,141.98,142.78,87590205
2018-10-02,141.78,142.17,141.76,141.90,1546187
2018-10-03,140.64,140.88,139.77,139.98,35318049
2018-10-04,139.49,139.80,139.28,139.75,73876741
2018-10-05,140.03,140.12,139.41,139.84,46150010
2018-10-08,138.93,139.38,138.84,139.26,17237121
2018-10-09,139.76,139.86,138.74,139.32,49179477
2018-10-10,139.72,140.45,139.63,140.06,78707672
2018-10-11,138.89,139.49,138.73,139.23,44795849
2018-10-12,135.69,135.97,135.04,135.68,64126247
2018-10-15,135.49,135.65,134.53,135.47,83932115
2018-10-16,135.29,136.70,134.87,135.58,74766243
2018-10-17,135.15,135.32,134.42,135.00,86204831
2018-10-18,133.89,134.45,133.10,133.96,3856880
2018-10-19,132.13,132.45,131.68,131.87,75580160
2018-10-22,130.42,130.94,130.06,130.42,17557942
2018-10-23,130.84,130.94,130.67,130.68,4356878
2018-10-24,128.89,129.38,128.59,129.03,44033433
2018-10-25,127.93,128.66,127.81,127.99,61463335
2018-10-26,128.27,128.27,127.11,127.87,19270276
2018-10-29,128.89,129.15,128.17,128.71,46642941
2018-10-30,128.20,128.91,128.01,128.58,14865165
2018-10-31,130.59,130.77,129.95,130.63,59180588
2018-11-01,130.25,130.88,130.19,130.44,9228156
2018-11-02,131.68,132.08,131.52,131.58,71145488
2018-11-05,132.62,132.70,131.80,132.02,82750805
2018-11-06,131.87,132.58,131.11,131.64,16388426
2018-11-07,131.58,131.90,131.49,131.53,38922038
2018-11-08,130.92,131.15,130.89,130.98,7595727
2018-11-09,130.66,131.06,129.93,130.66,73466269
2018-11-12,129.87,130.24,129.83,130.07,78334335
2018-11-13,130.78,130.99,130.27,130.95,56289115
2018-11-14,131.62,132.07,131.31,131.85,38345829
2018-11-15,129.74,131.32,129.47,130.18,15241435
2018-11-16,129.96,130.30,129.77,129.89,11696248
2018-11-19,129.68,129.85,129.46,129.81,3187245
2018-11-20,127.86,128.20,127.73,128.02,83034917
2018-11-21,127.39,127.92,127.09,127.77,83388200
2018-11-22,126.21,126.49,125.79,126.38,81726145
2018-11-23,126.03,126.43,125.91,126.06,53477357
2018-11-26,124.80,125.56,124.11,124.89,1235410
2018-11-27,126.38,126.65,126.30,126.41,46833694
2018-11-28,126.34,126.77,126.08,126.34,57047141
2018-11-29,128.73,128.74,128.20,128.34,7037809
2018-11-30,128.60,128.90,128.27,128.68,82292017
2018-12-03,130.86,131.00,130.49,130.59,65267508
2018-12-04,129.44,129.53,129.15,129.45,53795441
2018-12-05,129.09,129.47,128.74,129.24,1807023
2018-12-06,129.08,129.17,128.80,129.09,24897389
2018-12-07,129.63,130.01,129.44,129.60,53682340
2018-12-10,129.37,129.55,129.05,129.31,40297497
2018-12-11,128.52,129.06,128.19,128.93,28255764
2018-12-12,130.15,130.67,130.08,130.30,50723006
2018-12-13,130.22,130.35,130.03,130.25,53958142
2018-12-14,131.66,131.90,131.40,131.71,35092440
2018-12-17,130.93,131.36,130.59,131.01,51052139
2018-12-18,129.83,130.08,129.43,129.47,58356890
2018-12-19,129.05,129.27,128.64,129.10,42505188
2018-12-20,127.62,127.77,127.39,127.54,54640236
2018-12-21,126.27,126.69,125.56,126.61,61442096
2018-12-24,124.39,125.01,124.17,124.60,32879017
2018-12-25,124.20,124.54,124.02,124.12,21096809
2018-12-26,125.48,125.72,124.85,125.55,20934509
2018-12-27,124.42,125.08,124.38,124.38,78866841
2018-12-28,123.25,123.81,123.20,123.50,66954331
2018-12-31,122.98,123.31,122.72,122.92,76712074
2019-01-01,122.20,122.41,121.55,122.26,72966262
2019-01-02,122.37,122.97,122.23,122.47,83867504
2019-01-03,122.24,122.67,121.83,122.55,21493219
2019-01-04,123.26,123.43,122.98,123.22,22643615
2019-01-07,123.54,123.67,123.14,123.65,71387877
2019-01-08,124.68,125.08,124.10,124.19,34600732
2019-01-09,122.44,122.54,122.00,122.29,72819873
2019-01-10,122.21,123.18,122.00,122.59,29879151
2019-01-11,120.79,121.78,120.63,121.17,9513718
2019-01-14,121.44,122.08,121.40,121.56,20623352
2019-01-15,121.30,121.76,120.72,121.18,14200652
2019-01-16,122.28,122.35,121.65,122.05,67546792
2019-01-17,123.62,124.03,123.37,123.73,58367557
2019-01-18,125.90,126.39,125.52,125.69,51995494
2019-01-21,124.88,124.99,124.81,124.93,69761385
2019-01-22,124.91,125.14,124.13,125.13,35832223
2019-01-23,124.02,124.24,123.69,124.19,34127165
2019-01-24,126.57,126.59,125.78,126.31,67465931
2019-01-25,126.66,126.93,126.51,126.92,76369316
2019-01-28,129.49,129.98,129.25,129.60,25816895
2019-01-29,132.17,132.41,131.57,132.03,51277891
2019-01-30,133.45,133.58,133.20,133.56,13698321
2019-01-31,133.75,134.09,132.64,133.21,72647964
2019-02-01,132.58,132.76,131.89,132.46,84482151
2019-02-04,134.47,134.95,134.14,134.65,40134212
2019-02-05,135.89,135.97,135.52,135.67,40538020
2019-02-06,134.72,135.43,134.28,134.42,16342179
2019-02-07,134.39,135.58,134.23,134.92,71884266
2019-02-08,136.55,136.93,136.37,136.71,58332228
2019-02-11,135.81,136.33,135.56,136.21,61215939
2019-02-12,137.19,137.52,136.48,136.92,65525702
2019-02-13,137.20,138.07,137.18,137.61,36243025
2019-02-14,135.86,135.93,135.72,135.90,12927500
2019-02-15,134.08,134.95,133.87,134.30,76109106
2019-02-18,131.73,132.17,131.37,131.67,5636321
2019-02-19,133.92,134.10,133.54,133.64,35328826
2019-02-20,133.86,134.04,132.76,133.37,18051161
2019-02-21,131.31,131.51,131.26,131.39,37582628
2019-02-22,131.61,131.84,131.21,131.52,18069814
2019-02-25,132.98,133.37,132.29,132.97,82333305
2019-02-26,132.00,132.69,131.85,132.53,43537581
2019-02-27,132.85,133.12,132.46,132.47,70750495
2019-02-28,133.41,133.61,133.14,133.45,29919406
2019-03-01,130.74,130.88,130.23,130.84,25318972
2019-03-04,131.22,131.44,130.68,131.13,66901467
2019-03-05,129.29,129.35,128.85,129.17,5513872
2019-03-06,128.59,128.80,127.82,128.37,27268975
2019-03-07,128.03,128.57,127.59,128.21,12543683
2019-03-08,128.37,128.68,128.00,128.53,59720578
2019-03-11,127.74,128.33,127.52,127.78,31956736
2019-03-12,129.35,129.43,128.90,129.27,18540184
2019-03-13,131.06,131.40,130.98,131.24,1204603
2019-03-14,132.50,132.57,132.00,132.40,60353658
2019-03-15,131.52,132.05,131.43,131.53,14484518
2019-03-18,132.83,132.84,132.07,132.38,27655704
2019-03-19,135.00,135.62,134.57,134.92,67117727
2019-03-20,136.32,136.49,136.20,136.32,66897751
2019-03-21,136.77,136.97,136.02,136.77,10146197
2019-03-22,139.22,139.53,139.02,139.10,25714697
2019-03-25,138.17,139.65,137.47,138.42,39522171
2019-03-26,137.99,138.13,137.59,137.76,80196291
2019-03-27,138.82,139.40,138.55,139.22,30099678
2019-03-28,140.12,140.71,139.87,140.17,77002016
2019-03-29,140.41,140.43,140.21,140.24,69361605
2019-04-01,139.41,139.79,139.35,139.47,53360127
2019-04-02,139.59,140.22,139.53,139.80,35418364
2019-04-03,139.94,140.01,139.60,139.74,34844479
2019-04-04,140.10,140.60,139.67,139.77,65291441
2019-04-05,138.88,139.83,138.26,138.58,49174314
2019-04-08,139.31,139.50,139.00,139.46,29742228
2019-04-09,138.62,139.23,138.58,138.89,57907155
2019-04-10,138.65,139.51,138.37,138.87,85701038
2019-04-11,139.39,139.82,138.55,139.05,83118910
2019-04-12,136.19,136.44,135.66,136.04,8340924
2019-04-15,133.84,134.08,133.71,133.74,67184498
2019-04-16,133.56,133.77,133.04,133.38,32610978
2019-04-17,133.70,134.65,133.40,133.62,8531815
2019-04-18,134.86,135.24,134.77,135.14,29498913
2019-04-19,135.81,136.10,135.65,135.90,60900973
2019-04-22,136.74,136.77,135.64,136.33,7969090
2019-04-23,137.27,137.69,136.92,137.34,13848541
2019-04-24,136.33,136.90,135.90,136.52,58564236
2019-04-25,138.13,138.31,137.26,137.92,67459377
2019-04-26,137.95,138.34,137.31,137.68,18762692
2019-04-29,137.38,137.48,137.12,137.31,4435973
2019-04-30,136.32,136.76,136.02,136.18,39742036
2019-05-01,138.11,138.39,137.20,137.88,2375183
2019-05-02,138.20,138.96,137.90,138.65,56236425
2019-05-03,136.78,137.07,136.64,136.99,51628371
2019-05-06,137.37,138.22,137.24,137.64,50632780
2019-05-07,137.59,137.89,136.88,137.14,61762641
2019-05-08,135.44,135.54,135.09,135.33,75693150
2019-05-09,136.79,137.32,136.40,136.62,22873954
2019-05-10,137.64,138.13,137.28,137.32,7370112
2019-05-13,137.70,137.79,137.53,137.75,17218254
2019-05-14,138.63,138.68,138.37,138.40,65229284
2019-05-15,140.29,140.33,139.98,140.18,14182357
2019-05-16,140.12,140.85,140.05,140.10,60931070
2019-05-17,141.15,141.17,141.04,141.13,38504263
2019-05-20,140.11,140.37,140.09,140.13,23417590
2019-05-21,139.37,139.92,138.62,139.65,6489330
2019-05-22,139.74,140.42,139.69,140.20,30882720
2019-05-23,139.92,140.24,139.14,140.03,72391578
2019-05-24,141.62,141.97,141.16,141.53,38120815
2019-05-27,142.96,143.36,142.57,143.00,83540335
2019-05-28,143.57,144.34,142.88,143.65,89831513
2019-05-29,144.65,144.89,144.36,144.80,83738086
2019-05-30,145.33,145.95,144.35,145.64,65705101
2019-05-31,146.78,148.60,146.40,146.44,79873491
2019-06-03,146.21,146.85,145.30,146.57,85818629
2019-06-04,145.96,146.36,145.91,145.95,28857174
2019-06-05,148.03,148.10,147.95,147.97,1242497
2019-06-06,148.26,148.79,148.25,148.43,67844239
2019-06-07,149.03,150.12,148.93,149.55,20459753
2019-06-10,151.12,151.64,151.07,151.08,71160498
2019-06-11,150.61,151.03,150.23,150.24,80926960
2019-06-12,150.23,150.54,149.39,149.96,49550049
2019-06-13,147.29,147.48,147.06,147.13,5145476
2019-06-14,146.78,147.56,146.17,146.74,77456372
2019-06-17,147.68,148.67,147.04,147.97,15469789
2019-06-18,146.98,147.45,146.63,147.17,76188297
2019-06-19,148.91,149.31,148.07,148.60,76356280
2019-06-20,150.12,150.55,149.78,150.38,53226296
2019-06-21,150.25,151.00,149.91,150.27,58837786
2019-06-24,150.27,150.87,149.23,149.73,65479568
2019-06-25,150.12,150.65,149.74,150.48,17252669
2019-06-26,147.44,147.46,147.05,147.15,44722291
2019-06-27,148.53,148.66,147.44,148.36,40409626
2019-06-28,148.69,149.47,148.48,149.07,10509756
2019-07-01,146.21,146.49,145.79,146.23,78181046
2019-07-02,144.82,144.87,144.44,144.86,45218527
2019-07-03,145.41,146.10,145.04,145.73,53478286
2019-07-04,145.76,146.49,145.28,146.00,36297998
2019-07-05,148.03,148.29,147.94,148.05,79408422
2019-07-08,149.32,149.49,148.92,149.36,81695547
2019-07-09,149.55,150.21,148.71,148.93,2203095
2019-07-10,150.00,150.33,148.85,149.90,1617785
2019-07-11,152.30,152.36,151.93,152.30,1561664
2019-07-12,153.31,153.65,152.80,153.01,79972529
2019-07-15,152.92,153.22,152.42,152.66,75587060
2019-07-16,152.71,153.03,152.49,152.99,30368407
2019-07-17,154.00,154.62,153.08,153.64,50448523
2019-07-18,155.18,156.21,154.51,154.87,64939294
2019-07-19,156.61,156.82,156.16,156.56,14140319
2019-07-22,157.77,158.48,157.76,157.82,38261877
2019-07-23,157.33,157.38,156.30,156.96,75439703
2019-07-24,156.86,157.51,156.82,156.83,8719372
2019-07-25,158.80,159.24,158.41,158.70,71996369
2019-07-26,157.39,158.04,157.18,157.21,88927040
2019-07-29,156.92,157.68,156.32,156.79,28518155
2019-07-30,159.02,159.03,158.37,158.52,1314798
2019-07-31,160.28,160.46,159.59,160.00,30637591
2019-08-01,160.80,161.30,160.16,160.93,24731857
2019-08-02,159.08,159.80,159.05,159.24,47427960
2019-08-05,156.97,158.07,156.66,157.47,74731999
2019-08-06,158.56,159.94,158.51,159.18,84445488
2019-08-07,158.48,159.14,157.95,158.91,10688358
2019-08-08,160.26,161.63,159.91,160.76,7047534
2019-08-09,160.33,161.10,159.82,160.38,57035754
2019-08-12,161.03,162.67,160.78,160.97,5338942
2019-08-13,162.52,162.58,162.38,162.57,55162649
2019-08-14,164.26,164.66,163.34,164.05,44761729
2019-08-15,165.00,165.11,164.21,164.84,64930478
2019-08-16,165.96,167.06,165.78,166.78,23152108
2019-08-19,166.33,166.49,165.75,166.37,71870416
2019-08-20,167.83,167.91,167.55,167.89,66802648
2019-08-21,168.12,168.61,167.66,168.20,86274843
2019-08-22,167.94,168.75,166.32,167.47,43971862
2019-08-23,167.11,167.51,166.90,167.36,24145756
2019-08-26,168.25,168.56,167.87,168.55,41228177
2019-08-27,166.47,166.58,166.46,166.52,33506694
2019-08-28,166.12,166.25,165.61,165.98,59156078
2019-08-29,166.19,166.81,165.97,165.99,22166818
2019-08-30,168.78,169.40,167.99,168.66,32248395
2019-09-02,168.37,168.39,167.64,168.16,7490091
2019-09-03,167.88,167.98,167.37,167.56,17242812
2019-09-04,166.70,167.23,166.11,166.60,73269903
2019-09-05,167.21,167.36,166.75,166.87,36614615
2019-09-06,164.61,165.58,163.73,164.47,45593932
2019-09-09,165.31,165.31,164.46,164.58,16210705
2019-09-10,165.52,166.52,165.18,165.95,21543714
2019-09-11,163.94,164.65,163.69,164.06,48425999
2019-09-12,164.81,164.84,164.26,164.70,60363407
2019-09-13,162.87,163.35,162.64,162.81,55392178
2019-09-16,164.09,164.53,162.58,163.35,74537305
2019-09-17,165.18,165.80,164.39,165.43,4945650
2019-09-18,165.67,166.12,165.61,165.81,62263424
2019-09-19,166.62,167.84,165.57,167.00,29270377
2019-09-20,166.83,167.30,166.69,167.13,79291970
2019-09-23,168.77,169.11,168.35,168.73,7190427
2019-09-24,171.24,171.39,170.22,170.81,80640276
2019-09-25,168.87,169.17,168.34,168.90,89592517
2019-09-26,170.28,170.40,170.05,170.08,10070644
2019-09-27,173.91,173.94,173.49,173.82,74956395
2019-09-30,175.27,175.94,174.82,175.21,28654138
2019-10-01,173.22,173.65,172.37,173.49,1705431
2019-10-02,174.07,174.65,173.13,174.00,3277292
2019-10-03,174.52,174.54,173.81,174.03,63324214
2019-10-04,172.31,173.42,172.23,172.86,10867941
2019-10-07,175.30,175.99,174.79,175.43,6149373
2019-10-08,176.70,177.67,176.54,177.26,20432374
2019-10-09,176.32,176.75,175.58,175.78,44387545
2019-10-10,176.70,176.99,176.39,176.59,51028668
2019-10-11,178.04,178.33,177.89,178.18,31933909
2019-10-14,178.98,180.25,178.10,178.76,84895527
2019-10-15,182.47,182.91,182.17,182.53,76486259
2019-10-16,184.33,184.85,183.86,183.97,56180173
2019-10-17,183.66,184.63,183.02,184.28,27636143
2019-10-18,184.60,185.17,184.27,184.33,85826500
2019-10-21,184.69,184.79,183.59,184.24,17590911
2019-10-22,182.52,183.02,182.21,182.91,82992540
2019-10-23,180.00,180.10,178.98,179.70,62500857
2019-10-24,180.50,181.58,179.35,179.73,46976714
2019-10-25,181.04,182.80,180.89,181.29,10841883
2019-10-28,181.81,182.02,181.56,181.67,64270814
2019-10-29,180.38,181.04,179.60,180.52,3583460
2019-10-30,181.83,182.81,181.67,182.04,26840693
2019-10-31,179.45,180.16,179.16,179.19,7610467
2019-11-01,179.40,179.43,178.71,179.40,78580428
2019-11-04,179.92,180.94,179.46,180.02,3338402
2019-11-05,179.31,179.40,178.76,179.29,36226898
2019-11-06,177.87,178.80,177.61,178.02,87580342
2019-11-07,174.80,175.74,174.42,175.34,69820548
2019-11-08,172.59,172.65,171.76,172.34,86968126
2019-11-11,172.52,173.55,171.69,172.97,27778964
2019-11-12,172.19,172.94,171.45,172.19,22280387
2019-11-13,170.67,171.64,170.01,170.93,54941898
2019-11-14,171.02,171.67,170.96,171.59,58356197
2019-11-15,171.42,172.28,170.77,172.09,51432730
2019-11-18,171.24,171.89,170.85,171.00,35468158
2019-11-19,170.08,170.93,170.07,170.22,27796973
2019-11-20,173.23,173.49,173.08,173.29,74129435
2019-11-21,171.51,172.41,170.78,171.72,80161139
2019-11-22,168.74,169.05,168.12,168.83,60212815
2019-11-25,168.86,169.13,168.30,168.44,27488241
2019-11-26,170.05,170.26,169.81,169.85,45582910
2019-11-27,169.15,169.25,168.47,168.75,65887200
2019-11-28,168.15,168.91,167.67,167.82,77624979
2019-11-29,167.70,168.66,167.14,168.38,85710011
2019-12-02,169.11,169.36,168.88,168.94,50200839
2019-12-03,170.04,170.79,169.73,170.00,47534439
2019-12-04,169.01,169.56,168.21,168.56,22256241
2019-12-05,168.04,168.80,166.70,167.46,12439951
2019-12-06,165.25,166.28,165.00,165.94,72161015
2019-12-09,163.18,163.49,161.87,163.14,35977832
2019-12-10,162.79,163.32,162.27,162.95,76448546
2019-12-11,161.83,162.64,161.47,162.45,26309002
2019-12-12,165.11,165.27,164.63,164.79,16248846
2019-12-13,164.10,165.09,163.87,164.15,33584609
2019-12-16,163.04,163.81,162.97,163.04,46702761
2019-12-17,164.14,165.08,164.13,164.76,76795550
2019-12-18,165.96,166.22,165.33,165.70,31219354
2019-12-19,165.89,166.56,165.44,166.29,62975098
2019-12-20,167.12,167.87,166.92,167.04,28285216
2019-12-23,168.43,168.92,168.32,168.62,74082312
2019-12-24,166.78,167.53,166.69,167.44,80962844
