Date,Open,High,Low,Close,Volume
2018-04-16,295.65,296.85,295.42,296.53,73045916
2018-04-17,299.20,300.98,298.49,300.12,24899651
2018-04-18,301.97,303.51,300.87,302.62,51595272
2018-04-19,305.17,305.51,304.01,305.27,21212145
2018-04-20,309.14,309.93,307.93,308.91,37514373
2018-04-23,312.99,314.07,311.57,312.71,34921356
2018-04-24,309.25,309.95,308.86,309.43,16749336
2018-04-25,299.34,300.51,299.26,300.44,84435843
2018-04-26,298.10,300.06,295.57,298.47,69865136
2018-04-27,299.83,302.90,296.11,298.68,17907373
2018-04-30,294.71,294.86,294.48,294.86,12567743
2018-05-01,286.10,287.06,285.89,286.97,85682800
2018-05-02,283.76,285.16,282.77,283.91,48349570
2018-05-03,288.19,289.04,285.61,286.47,2039033
2018-05-04,287.91,288.47,287.53,288.18,84185661
2018-05-07,297.21,297.57,296.76,297.38,31828835
2018-05-08,298.85,299.51,297.16,298.53,20279711
2018-05-09,303.92,304.68,302.02,304.51,30499400
2018-05-10,307.69,308.20,306.12,307.40,51690614
2018-05-11,308.29,310.73,307.56,309.72,62634171
2018-05-14,309.12,309.14,307.79,308.99,68245799
2018-05-15,304.92,306.47,303.45,305.50,26773746
2018-05-16,306.17,307.71,306.03,306.76,60397262
2018-05-17,305.26,307.26,304.97,305.51,74123364
2018-05-18,308.28,309.66,308.01,309.18,22480130
2018-05-21,310.75,311.84,309.26,310.54,81314867
2018-05-22,310.43,312.38,309.79,311.57,78380397
2018-05-23,311.12,312.56,310.43,311.76,66888593
2018-05-24,311.27,311.33,310.67,311.06,50693149
2018-05-25,309.90,312.40,306.32,308.91,61176263
2018-05-28,312.39,313.03,310.99,311.60,73438066
2018-05-29,316.32,317.81,315.07,316.79,15221347
2018-05-30,314.50,315.29,314.27,315.09,83664542
2018-05-31,320.09,322.37,317.92,320.22,41143246
2018-06-01,321.87,323.01,321.46,322.19,51385521
2018-06-04,319.03,321.68,318.14,319.69,82157331
2018-06-05,318.15,319.14,317.63,317.74,36535907
2018-06-06,318.81,319.53,315.89,317.96,67234186
2018-06-07,318.89,322.95,317.11,320.13,1330389
2018-06-08,326.83,329.93,324.54,326.86,48998268
2018-06-11,329.53,329.96,326.24,329.01,1099714
2018-06-12,325.55,327.14,324.10,324.70,65708114
2018-06-13,330.90,333.38,330.24,331.04,78288667
2018-06-14,329.61,330.07,329.35,329.42,47901553
2018-06-15,333.74,334.87,333.30,333.64,26407068
2018-06-18,329.89,331.08,328.56,330.19,25168302
2018-06-19,327.75,327.77,324.06,326.50,84797692
2018-06-20,329.33,329.85,328.97,329.10,2915180
2018-06-21,320.10,320.69,319.95,320.54,58414426
2018-06-22,319.95,322.95,319.22,321.09,17369729
2018-06-25,318.51,320.14,317.80,319.48,78684922
2018-06-26,319.27,320.19,318.98,319.13,46977983
2018-06-27,318.04,319.25,317.38,318.33,30903872
2018-06-28,321.57,322.76,321.36,321.50,16130926
2018-06-29,315.57,316.43,315.45,315.80,69905174
2018-07-02,315.52,318.39,314.90,317.42,77736718
2018-07-03,320.94,322.07,320.44,321.13,54752039
2018-07-04,320.86,321.50,320.69,320.89,83165602
2018-07-05,313.38,315.21,311.94,314.35,61671652
2018-07-06,308.72,311.19,308.63,309.52,69300522
2018-07-09,309.00,310.79,307.39,309.44,72964994
2018-07-10,309.06,309.24,308.39,308.70,76796351
2018-07-11,312.90,313.49,311.48,312.14,15709332
2018-07-12,313.30,314.61,311.70,313.83,66100440
2018-07-13,317.01,318.12,316.93,317.18,67799620
2018-07-16,322.64,322.68,321.61,322.12,54462551
2018-07-17,316.45,318.09,316.32,317.51,68077849
2018-07-18,321.94,321.96,321.17,321.57,1073463
2018-07-19,323.73,324.04,323.24,323.46,70010009
2018-07-20,314.84,315.97,313.97,314.87,48307440
2018-07-23,317.51,318.40,316.08,317.87,80929727
2018-07-24,319.82,320.25,316.23,319.22,37621458
2018-07-25,319.18,319.86,318.51,319.38,28340884
2018-07-26,316.94,318.46,316.17,316.46,36120421
2018-07-27,314.82,315.25,314.50,315.07,51743026
2018-07-30,320.51,321.95,320.44,320.95,27454800
2018-07-31,318.43,318.93,317.94,318.22,35586870
2018-08-01,316.15,317.82,315.78,315.79,86407114
2018-08-02,312.69,313.24,311.92,312.31,85100269
2018-08-03,306.69,308.36,305.82,306.99,3758603
2018-08-06,303.60,305.81,302.36,304.99,37149225
2018-08-07,301.48,304.24,301.26,303.10,3466608
2018-08-08,306.50,307.43,305.74,307.24,12094022
2018-08-09,304.82,306.03,304.06,304.51,6733525
2018-08-10,305.69,306.47,303.59,305.80,15744069
2018-08-13,304.02,305.05,303.89,304.45,80113028
2018-08-14,300.35,302.93,299.42,301.14,78030893
2018-08-15,307.63,309.86,307.38,309.25,68380533
2018-08-16,306.07,306.26,305.39,305.71,58255990
2018-08-17,305.87,307.67,305.59,306.42,31623366
2018-08-20,302.82,304.59,301.78,303.17,38519391
2018-08-21,300.43,302.47,298.19,301.31,29798430
2018-08-22,302.65,304.26,301.33,302.51,3618167
2018-08-23,302.34,302.53,301.91,302.15,49421492
2018-08-24,303.96,306.19,303.76,304.34,62260761
2018-08-27,307.05,307.73,306.77,307.69,32463717
2018-08-28,305.75,307.01,305.59,305.85,21379626
2018-08-29,306.55,308.72,305.42,307.70,60658309
2018-08-30,305.01,306.20,304.78,305.60,61756513
2018-08-31,302.82,303.48,302.08,302.40,13777461
2018-09-03,305.52,305.96,303.68,304.04,37050775
2018-09-04,307.22,308.68,307.12,307.60,33676345
2018-09-05,311.54,314.97,309.97,311.29,32625329
2018-09-06,309.38,310.72,308.70,310.49,78457503
2018-09-07,306.81,307.22,305.53,306.90,39378070
2018-09-10,305.46,306.89,304.86,304.91,21945744
2018-09-11,299.42,299.71,299.16,299.64,14765306
2018-09-12,301.87,301.94,299.81,301.04,48416341
2018-09-13,299.57,301.25,298.59,298.84,25758533
2018-09-14,296.90,298.96,296.18,297.06,31591073
2018-09-17,299.83,300.34,298.77,299.70,27268274
2018-09-18,301.76,302.97,301.62,302.36,44476088
2018-09-19,300.87,301.80,299.69,301.35,56140256
2018-09-20,296.05,297.16,295.77,295.95,69890252
2018-09-21,294.22,295.09,292.40,293.36,1815998
2018-09-24,295.37,295.86,295.05,295.36,38466454
2018-09-25,297.05,297.30,296.53,297.26,34182268
2018-09-26,300.63,301.51,300.49,300.78,62684713
2018-09-27,304.07,305.56,301.91,302.20,83598123
2018-09-28,296.36,297.37,295.30,295.78,10264548
2018-10-01,305.09,305.19,303.33,304.77,27744565
2018-10-02,310.84,312.21,310.77,310.90,27354689
2018-10-03,304.22,305.33,303.47,305.18,25555109
2018-10-04,301.63,301.77,300.77,301.71,27763278
2018-10-05,299.39,300.97,297.77,299.07,2570855
2018-10-08,300.85,301.33,298.01,300.53,3426443
2018-10-09,291.95,293.88,289.87,292.74,12655950
2018-10-10,290.23,291.30,289.40,290.50,34188344
2018-10-11,290.54,291.27,289.30,290.12,20074243
2018-10-12,285.61,285.64,285.17,285.58,37161809
2018-10-15,285.11,286.18,284.80,284.96,41440834
2018-10-16,283.85,283.93,282.68,283.28,32388633
2018-10-17,284.99,285.97,284.65,284.88,47360946
2018-10-18,283.44,285.10,282.31,284.25,75902808
2018-10-19,287.08,287.27,285.36,286.70,84748914
2018-10-22,287.61,288.82,286.50,287.82,61902577
2018-10-23,288.03,288.58,287.28,288.52,88463906
2018-10-24,288.83,289.00,288.18,288.36,65349971
2018-10-25,288.00,289.37,287.80,288.39,2703726
2018-10-26,288.46,289.13,287.13,288.11,75367492
2018-10-29,284.42,285.29,283.72,284.71,32212521
2018-10-30,287.41,289.62,287.11,287.41,15484081
2018-10-31,287.70,287.85,286.22,286.62,66693359
2018-11-01,287.42,288.04,286.49,287.85,82865374
2018-11-02,288.09,290.12,288.08,289.03,39844148
2018-11-05,287.06,287.72,286.53,287.18,8799890
2018-11-06,286.70,288.75,286.15,287.26,20830033
2018-11-07,286.74,286.93,285.62,285.93,33283555
2018-11-08,286.93,287.25,286.77,287.18,12015505
2018-11-09,284.20,284.44,283.79,284.10,88331071
2018-11-12,287.08,287.42,286.75,287.26,42956762
2018-11-13,286.66,287.41,285.86,286.83,65038208
2018-11-14,283.26,283.85,282.28,283.19,15740347
2018-11-15,277.80,277.92,276.13,277.23,16232214
2018-11-16,278.74,279.86,278.57,279.20,41421928
2018-11-19,275.52,276.31,274.61,275.94,69816160
2018-11-20,277.14,277.49,276.97,277.36,74879468
2018-11-21,275.74,276.03,274.73,275.45,39128464
2018-11-22,274.76,274.80,274.14,274.57,45399194
2018-11-23,277.82,279.50,276.67,277.45,56310400
2018-11-26,282.40,283.15,281.09,282.19,69347283
2018-11-27,287.67,289.33,287.06,287.90,60829440
2018-11-28,285.25,286.88,284.67,285.41,82665594
2018-11-29,286.76,287.03,286.59,286.71,68413183
2018-11-30,285.77,286.96,284.77,284.87,29995694
2018-12-03,278.70,280.07,278.65,279.26,2989289
2018-12-04,277.87,279.17,276.91,277.04,41372024
2018-12-05,275.88,277.33,274.87,276.99,34568277
2018-12-06,275.70,275.79,274.49,275.01,36206071
2018-12-07,277.61,277.81,275.31,277.00,70103151
2018-12-10,278.52,279.64,278.46,278.71,76259938
2018-12-11,275.82,278.18,273.78,275.95,63928024
2018-12-12,275.61,276.20,274.30,275.94,64196408
2018-12-13,278.11,279.31,276.92,279.08,28637932
2018-12-14,284.11,285.18,281.73,283.28,51978882
2018-12-17,286.09,287.79,284.34,286.63,81554924
2018-12-18,294.41,295.29,293.41,293.83,53785906
2018-12-19,293.70,294.14,292.04,294.05,86497322
2018-12-20,297.96,298.22,295.15,296.33,68536904
2018-12-21,299.69,299.70,299.29,299.44,26795764
2018-12-24,299.12,300.72,298.48,300.12,10302671
2018-12-25,301.33,301.84,301.23,301.69,87045144
2018-12-26,299.30,301.09,298.12,300.00,63053002
2018-12-27,297.10,299.01,296.39,298.41,2811129
2018-12-28,294.64,295.17,293.03,294.64,46963445
2018-12-31,292.56,292.84,292.34,292.50,65618907
2019-01-01,290.64,291.41,290.10,291.21,43627188
2019-01-02,293.85,295.26,292.16,292.99,4217606
2019-01-03,292.60,293.39,291.65,291.97,14018138
2019-01-04,285.98,286.50,285.72,286.24,2235028
2019-01-07,287.46,288.39,286.46,287.57,81257960
2019-01-08,285.01,286.23,284.32,285.53,7931045
2019-01-09,287.56,288.03,286.37,287.79,66541393
2019-01-10,284.53,286.41,283.80,285.58,20175849
2019-01-11,293.78,293.88,291.71,292.93,25895920
2019-01-14,291.95,293.20,291.36,293.10,80003125
2019-01-15,289.89,289.91,289.26,289.82,85287250
2019-01-16,287.18,289.19,285.42,287.46,79724413
2019-01-17,288.52,289.01,288.25,288.84,36484500
2019-01-18,292.02,293.13,291.32,292.19,19106487
2019-01-21,293.74,293.83,293.38,293.74,11141641
2019-01-22,296.53,298.76,296.26,296.82,76212866
2019-01-23,302.43,304.02,300.60,301.89,25039570
2019-01-24,299.46,299.66,298.69,299.55,47591298
2019-01-25,300.84,302.10,300.21,301.18,37027330
2019-01-28,296.84,297.33,296.32,296.89,5770705
2019-01-29,301.10,302.27,300.34,300.74,4035077
2019-01-30,303.91,304.03,302.50,303.28,77377867
2019-01-31,303.93,305.50,303.31,304.62,86810294
2019-02-01,307.31,307.86,307.18,307.43,73115264
2019-02-04,306.52,308.27,304.19,305.56,54812635
2019-02-05,300.95,303.01,300.54,301.38,5142669
2019-02-06,300.81,301.20,299.35,299.90,13851185
2019-02-07,301.49,302.30,300.84,301.71,77728005
2019-02-08,299.42,300.78,298.42,300.10,33010924
2019-02-11,304.96,306.33,303.24,304.34,7371874
2019-02-12,298.29,298.87,297.98,298.60,71596959
2019-02-13,295.69,296.42,295.35,295.87,43828688
2019-02-14,300.23,301.04,299.06,300.39,76801462
2019-02-15,299.66,300.06,299.50,299.58,56261713
2019-02-18,300.14,300.36,299.55,299.56,59204823
2019-02-19,299.99,302.21,298.45,300.58,68188781
2019-02-20,300.07,302.04,299.99,300.74,38725351
2019-02-21,298.46,298.81,298.17,298.20,56336314
2019-02-22,297.04,298.18,296.21,297.11,48804705
2019-02-25,305.68,307.31,305.66,306.66,50372228
2019-02-26,313.74,314.07,312.39,313.42,41678127
2019-02-27,314.98,316.88,314.55,316.02,51057379
2019-02-28,315.67,316.20,314.30,315.74,14355270
2019-03-01,312.82,313.26,311.30,312.71,88421503
2019-03-04,313.36,314.22,312.78,313.78,23513658
2019-03-05,319.46,319.98,318.28,318.46,64852894
2019-03-06,319.15,320.17,318.93,319.41,63657579
2019-03-07,320.82,321.49,320.09,321.27,51296990
2019-03-08,324.08,324.70,321.32,322.60,24949915
2019-03-11,325.22,325.46,324.94,325.42,6620735
2019-03-12,316.98,317.80,316.31,316.84,65117974
2019-03-13,315.40,316.29,314.72,315.76,7141410
2019-03-14,320.84,321.39,319.44,320.10,12664457
2019-03-15,309.27,310.55,308.97,309.36,40568266
2019-03-18,308.01,308.14,306.23,307.18,55466819
2019-03-19,313.16,313.47,311.28,312.64,68124243
2019-03-20,311.76,312.13,311.75,312.02,75320832
2019-03-21,309.56,309.78,307.88,308.48,63102574
2019-03-22,306.07,307.73,305.45,305.91,73701090
2019-03-25,304.93,305.90,303.91,304.69,40740228
2019-03-26,307.94,309.17,306.88,308.55,32588523
2019-03-27,313.36,314.07,311.94,313.14,12135703
2019-03-28,310.58,310.60,310.40,310.59,50933965
2019-03-29,309.31,310.08,307.10,308.50,59604891
2019-04-01,312.48,313.23,311.76,312.26,85958944
2019-04-02,311.59,312.49,310.96,311.40,82083996
2019-04-03,314.00,314.67,313.72,313.80,31998057
2019-04-04,316.19,316.81,315.42,316.79,30108903
2019-04-05,319.60,321.52,319.40,320.41,65281736
2019-04-08,318.74,319.59,318.04,318.28,26628835
2019-04-09,313.83,314.94,312.30,314.42,42621935
2019-04-10,315.16,316.16,314.79,315.09,33260098
2019-04-11,316.19,317.31,314.17,315.86,26296307
2019-04-12,316.43,317.08,314.49,316.24,37398167
2019-04-15,329.70,331.22,327.62,330.11,68791753
2019-04-16,330.12,331.50,329.51,330.87,8530178
2019-04-17,332.74,334.87,332.25,333.77,38132422
2019-04-18,332.04,332.62,330.88,331.06,53330428
2019-04-19,324.62,324.80,324.39,324.79,54502654
2019-04-22,324.43,324.46,324.37,324.41,51378148
2019-04-23,329.76,330.57,329.04,329.28,4956054
2019-04-24,330.27,331.48,329.49,329.54,3925701
2019-04-25,329.13,330.20,326.41,328.94,72889064
2019-04-26,331.93,332.21,331.16,331.69,8912782
2019-04-29,333.37,334.14,333.12,333.63,33108292
2019-04-30,334.01,334.60,333.41,334.17,87674813
2019-05-01,331.10,331.34,328.97,330.93,82763862
2019-05-02,330.36,331.81,330.33,330.37,64516173
2019-05-03,329.18,329.74,329.06,329.43,19865877
2019-05-06,327.52,328.49,326.39,327.59,10701247
2019-05-07,325.52,325.68,324.87,325.30,88173437
2019-05-08,321.98,323.03,320.85,322.07,24698073
2019-05-09,326.91,328.16,324.89,326.93,4410244
2019-05-10,328.36,328.97,328.15,328.25,81899460
2019-05-13,331.72,332.34,331.43,331.97,40343753
2019-05-14,337.47,338.58,336.62,337.61,58270341
2019-05-15,337.84,340.09,337.19,338.52,30058451
2019-05-16,335.95,337.51,335.81,336.37,80157588
2019-05-17,333.55,334.27,332.71,333.65,80318102
2019-05-20,327.90,328.33,326.84,327.60,22745691
2019-05-21,327.28,327.74,326.04,326.86,41734168
2019-05-22,329.94,331.18,329.15,329.58,70754351
2019-05-23,322.58,323.60,321.32,321.67,7139501
2019-05-24,320.86,323.36,320.79,321.04,58488787
2019-05-27,317.47,317.85,316.24,316.44,65506768
2019-05-28,316.51,316.68,316.50,316.51,73340356
2019-05-29,314.28,314.41,312.53,313.57,7663960
2019-05-30,314.74,315.46,313.33,313.55,10241750
2019-05-31,310.05,310.35,308.34,309.54,30535069
2019-06-03,310.34,310.41,308.80,309.26,58038192
2019-06-04,309.62,310.51,309.27,309.70,68683467
2019-06-05,313.03,313.62,311.89,312.49,16875269
2019-06-06,311.23,311.85,310.67,311.15,35482917
2019-06-07,304.77,305.92,304.48,305.16,4779851
2019-06-10,305.29,305.35,304.73,305.27,24301544
2019-06-11,307.61,308.48,306.94,307.28,72872796
2019-06-12,304.09,305.43,302.44,304.88,6471810
2019-06-13,307.90,308.71,305.80,307.72,62514680
2019-06-14,308.42,309.01,308.26,308.75,49835516
2019-06-17,310.51,311.38,308.87,309.58,11888446
2019-06-18,309.42,311.54,309.10,309.72,34645152
2019-06-19,307.67,309.43,304.59,308.55,70852892
2019-06-20,307.31,308.17,306.61,306.87,6420989
2019-06-21,306.10,306.60,305.51,306.21,14914899
2019-06-24,301.60,302.73,300.81,301.26,85677040
2019-06-25,302.06,303.92,301.82,303.59,19699162
2019-06-26,299.97,302.13,299.80,300.65,35007351
2019-06-27,301.23,301.45,300.20,300.68,14780152
2019-06-28,305.66,306.28,304.18,305.32,28700808
2019-07-01,302.74,304.99,302.32,303.29,65635926
2019-07-02,299.12,299.86,298.11,299.39,27192491
2019-07-03,295.62,296.02,294.62,295.24,70715672
2019-07-04,291.18,293.20,290.86,291.97,48617543
2019-07-05,293.23,294.69,292.75,293.42,70925871
2019-07-08,287.56,289.32,287.39,287.48,25126245
2019-07-09,287.50,288.06,286.07,287.20,62382330
2019-07-10,286.80,288.07,286.23,286.91,38311006
2019-07-11,284.49,284.55,283.40,284.16,48658687
2019-07-12,281.32,282.33,280.69,281.91,45137921
2019-07-15,282.10,283.65,280.87,281.55,21355267
2019-07-16,278.29,278.34,277.50,277.99,58136998
2019-07-17,280.36,281.66,279.40,280.29,89181335
2019-07-18,282.99,284.47,282.83,283.80,70868350
2019-07-19,286.57,288.16,284.96,286.58,70158502
2019-07-22,286.36,286.83,285.62,286.15,73665739
2019-07-23,291.82,292.09,290.26,291.17,52150212
2019-07-24,289.89,289.95,289.38,289.89,76165192
2019-07-25,284.13,286.46,283.85,285.60,22549596
2019-07-26,283.69,284.29,282.84,283.20,8812734
2019-07-29,289.53,289.54,287.97,289.08,7376938
2019-07-30,284.66,285.00,283.21,284.79,1735643
2019-07-31,287.04,288.42,287.01,287.61,32434948
2019-08-01,286.29,287.16,286.04,286.04,44139196
2019-08-02,280.39,281.09,279.82,280.75,15879863
2019-08-05,281.29,281.55,279.62,280.73,76048810
2019-08-06,275.81,276.20,273.93,275.49,8719975
2019-08-07,277.21,278.37,276.36,276.61,87472884
2019-08-08,274.38,274.47,274.33,274.42,57040879
2019-08-09,276.37,277.30,275.24,276.29,61939661
2019-08-12,280.47,280.92,279.48,280.43,70457692
2019-08-13,284.25,284.75,282.61,283.44,23765915
2019-08-14,287.92,289.90,287.16,287.59,85351624
2019-08-15,283.87,285.58,283.27,284.21,73174047
2019-08-16,286.31,287.01,285.04,285.45,52274178
2019-08-19,284.08,284.71,283.55,284.50,81238462
2019-08-20,281.04,281.49,279.52,279.88,55151451
2019-08-21,279.90,280.78,278.14,280.57,13933923
2019-08-22,282.12,282.53,280.62,281.83,40949988
2019-08-23,279.33,280.43,278.37,279.63,15842810
2019-08-26,280.99,281.08,280.03,280.72,10338322
2019-08-27,279.51,279.60,277.82,279.54,80387786
2019-08-28,277.73,280.67,276.79,279.56,21518295
2019-08-29,277.36,278.89,276.92,277.59,71894296
2019-08-30,279.50,279.66,278.22,278.94,32405429
2019-09-02,276.06,276.35,274.64,274.84,79547962
2019-09-03,279.85,280.55,277.65,279.37,26997143
2019-09-04,277.11,278.88,277.10,277.96,12512630
2019-09-05,279.13,279.26,277.90,278.38,35747565
2019-09-06,275.11,276.44,274.72,276.19,9681465
2019-09-09,279.53,280.42,278.86,279.92,77905487
2019-09-10,278.82,278.92,278.76,278.85,40033722
2019-09-11,282.95,283.38,282.21,282.51,30974771
2019-09-12,290.21,290.95,289.27,289.51,61455498
2019-09-13,300.74,301.13,298.04,300.08,22179142
2019-09-16,300.44,300.86,298.77,299.92,70104479
2019-09-17,294.84,295.65,294.14,295.29,17275116
2019-09-18,298.84,299.87,297.77,298.70,65683381
2019-09-19,295.35,297.05,293.21,294.63,54849559
2019-09-20,296.22,297.10,296.11,296.47,72036395
2019-09-23,297.23,297.26,295.73,297.07,58617322
2019-09-24,292.27,292.62,291.81,292.04,77635833
2019-09-25,290.33,291.26,289.83,290.24,85561246
2019-09-26,295.38,295.41,295.07,295.18,58758107
2019-09-27,296.92,298.01,296.83,297.38,83065655
2019-09-30,301.19,302.01,299.13,301.46,57203248
2019-10-01,311.26,312.04,309.11,310.23,79946948
2019-10-02,307.70,308.66,306.91,307.39,29053677
2019-10-03,306.74,308.73,306.23,307.49,75275571
2019-10-04,308.66,308.73,307.56,307.57,20144970
2019-10-07,309.78,311.28,308.76,310.35,50100853
2019-10-08,311.92,312.36,311.24,311.41,22736751
2019-10-09,306.54,307.83,305.14,306.52,31899798
2019-10-10,308.74,310.32,307.12,309.08,24686177
2019-10-11,308.23,309.27,308.05,308.41,68509472
2019-10-14,313.94,315.15,312.40,314.74,80747372
2019-10-15,316.37,317.02,315.14,315.32,33144244
2019-10-16,315.68,316.21,314.31,315.84,54415098
2019-10-17,316.34,317.10,314.37,314.84,6059253
2019-10-18,312.76,313.30,311.30,312.28,5072914
2019-10-21,310.16,312.53,309.31,310.09,14746104
2019-10-22,312.04,315.00,312.00,312.57,29641625
2019-10-23,306.46,308.14,305.04,306.99,65884855
2019-10-24,310.40,310.96,308.87,310.58,51649448
2019-10-25,306.67,307.31,304.10,305.86,57872974
2019-10-28,304.84,307.02,303.54,305.30,10112453
2019-10-29,299.22,299.56,298.38,299.11,60237686
2019-10-30,291.85,293.66,291.35,292.21,18536432
2019-10-31,296.80,298.20,295.43,296.29,27340368
2019-11-01,297.73,298.32,296.68,297.57,76837360
2019-11-04,299.36,300.50,299.16,299.28,7484124
2019-11-05,299.88,300.94,299.80,300.49,53154269
2019-11-06,305.51,305.79,304.46,305.18,22704009
2019-11-07,299.41,302.06,299.24,300.60,13186166
2019-11-08,293.26,294.52,293.07,294.09,6471092
2019-11-11,291.50,292.15,290.82,291.77,47966417
2019-11-12,289.79,289.90,288.88,289.88,1275550
2019-11-13,293.61,294.46,292.88,293.11,73442671
2019-11-14,297.52,298.29,296.33,297.72,79914941
2019-11-15,296.20,297.25,295.32,296.30,68573705
2019-11-18,296.23,296.43,295.25,295.78,23085257
2019-11-19,293.56,294.52,292.66,293.29,48831852
2019-11-20,291.30,293.57,291.26,292.65,23747671
2019-11-21,295.13,296.31,294.85,294.94,27716736
2019-11-22,295.55,297.06,294.80,295.49,70754546
2019-11-25,296.74,297.13,296.07,296.46,24480606
2019-11-26,295.67,296.38,294.53,295.16,85318573
2019-11-27,296.10,296.34,295.08,296.20,28659414
2019-11-28,303.02,304.70,301.76,302.39,19149768
2019-11-29,301.13,302.12,299.02,300.31,34292323
2019-12-02,303.63,304.53,302.34,303.29,53214742
2019-12-03,303.36,304.18,302.58,303.77,47922945
2019-12-04,304.93,305.75,304.75,304.75,72251210
2019-12-05,305.51,305.93,305.00,305.76,3626968
2019-12-06,300.24,302.15,300.05,301.07,43992240
2019-12-09,303.61,303.62,302.65,303.42,22131511
2019-12-10,300.85,302.13,300.20,300.57,79213811
2019-12-11,297.26,299.38,296.09,297.37,18159658
2019-12-12,297.44,298.16,294.76,296.77,81740471
2019-12-13,300.62,301.15,299.03,299.81,19324246
2019-12-16,299.70,301.60,298.99,299.03,36447904
2019-12-17,297.56,298.93,294.16,297.28,49853455
2019-12-18,299.20,301.02,298.99,299.07,54212139
2019-12-19,301.69,302.82,299.47,300.85,36065784
2019-12-20,305.55,306.49,304.40,306.46,74239414
2019-12-23,306.18,307.26,305.60,306.42,73823922
2019-12-24,304.60,304.88,303.65,303.67,71882000
