DATE,VALUE
2022-09-16,224335
2022-09-23,222740
2022-09-30,198397
2022-10-07,207328
2022-10-14,196852
2022-10-21,200129
2022-10-28,194263
2022-11-04,249142
2022-11-11,252329
2022-11-18,232376
2022-11-25,205586
2022-12-02,194335
2022-12-09,201671
2022-12-16,198101
2022-12-23,212207
2022-12-30,205891
2023-01-06,228049
2023-01-13,250944
2023-01-20,258597
2023-01-27,272294
2023-02-03,269539
2023-02-10,247093
2023-02-17,230155
2023-02-24,201273
2023-03-03,197112
2023-03-10,216597
2023-03-17,222426
2023-03-24,230279
2023-03-31,217338
2023-04-07,223798
2023-04-14,227256
2023-04-21,210484
2023-04-28,231439
2023-05-05,241777
2023-05-12,257461
2023-05-19,243490
2023-05-26,257980
2023-06-02,259520
2023-06-09,240341
2023-06-16,256661
2023-06-23,252561
2023-06-30,251343
2023-07-07,245747
2023-07-14,255302
2023-07-21,261218
2023-07-28,252039
2023-08-04,271016
2023-08-11,255604
2023-08-18,250481
2023-08-25,279930
2023-09-01,281091
2023-09-08,283514
2023-09-15,234140
2023-09-22,223173
2023-09-29,228642
2023-10-06,245099
2023-10-13,243332
2023-10-20,224821
2023-10-27,241358
2023-11-03,250254
2023-11-10,260123
2023-11-17,243511
2023-11-24,241820
2023-12-01,240826
2023-12-08,239169
2023-12-15,233254
2023-12-22,223971
2023-12-29,218364
2024-01-05,215865
2024-01-12,213144
2024-01-19,210167
2024-01-26,223456
2024-02-02,216690
2024-02-09,218392
2024-02-16,214613
2024-02-23,217685
2024-03-01,216069
2024-03-08,244003
2024-03-15,264998
2024-03-22,283048
2024-03-29,288853
2024-04-05,302986
2024-04-12,304562
2024-04-19,300351
2024-04-26,289815
2024-05-03,291272
2024-05-10,287705
2024-05-17,255113
2024-05-24,253098
2024-05-31,259731
2024-06-07,268116
2024-06-14,260393
2024-06-21,255877
2024-06-28,226826
2024-07-05,229846
2024-07-12,219217
2024-07-19,238347
2024-07-26,219353
2024-08-02,225328
2024-08-09,238085
2024-08-16,252535
2024-08-23,235588
2024-08-30,208430
2024-09-06,221601
2024-09-13,211733
2024-09-20,222507
2024-09-27,204257
2024-10-04,201469
2024-10-11,209049
2024-10-18,219334
2024-10-25,207399
2024-11-01,220963
2024-11-08,233916
2024-11-15,223012
2024-11-22,226330
2024-11-29,234336
2024-12-06,231343
2024-12-13,229728
2024-12-20,251825
2024-12-27,244244
