DATE,VALUE
2018-05-21,3.5447
2018-05-22,3.5872
2018-05-23,3.6256
2018-05-24,3.5324
2018-05-25,3.6647
2018-05-28,3.7568
2018-05-29,3.7329
2018-05-30,3.6892
2018-05-31,3.8130
2018-06-01,3.8378
2018-06-04,3.9823
2018-06-05,4.0454
2018-06-06,4.0318
2018-06-07,4.0905
2018-06-08,4.1919
2018-06-11,4.1644
2018-06-12,4.1846
2018-06-13,4.2240
2018-06-14,4.2042
2018-06-15,4.2204
2018-06-18,4.1750
2018-06-19,4.2015
2018-06-20,4.1657
2018-06-21,4.2197
2018-06-22,4.2303
2018-06-25,4.2638
2018-06-26,4.2054
2018-06-27,4.1769
2018-06-28,4.2126
2018-06-29,4.2187
2018-07-02,4.2990
2018-07-03,4.3230
2018-07-04,4.3014
2018-07-05,4.3117
2018-07-06,4.3296
2018-07-09,4.3042
2018-07-10,4.3272
2018-07-11,4.4395
2018-07-12,4.3176
2018-07-13,4.3221
2018-07-16,4.3851
2018-07-17,4.3967
2018-07-18,4.3116
2018-07-19,4.3170
2018-07-20,4.2477
2018-07-23,4.1927
2018-07-24,4.1442
2018-07-25,4.1606
2018-07-26,4.1383
2018-07-27,4.0678
2018-07-30,4.1846
2018-07-31,4.2611
2018-08-01,4.2320
2018-08-02,4.3294
2018-08-03,4.4407
2018-08-06,4.4116
2018-08-07,4.3846
2018-08-08,4.4642
2018-08-09,4.4711
2018-08-10,4.4343
2018-08-13,4.3031
2018-08-14,4.2755
2018-08-15,4.3092
2018-08-16,4.2902
2018-08-17,4.2271
2018-08-20,4.2635
2018-08-21,4.2942
2018-08-22,4.2713
2018-08-23,4.3059
2018-08-24,4.3220
2018-08-27,4.3706
2018-08-28,4.3018
2018-08-29,4.4317
2018-08-30,4.3898
2018-08-31,4.2780
2018-09-03,4.3042
2018-09-04,4.2776
2018-09-05,4.2930
2018-09-06,4.3002
2018-09-07,4.2844
2018-09-10,4.1826
2018-09-11,4.1290
2018-09-12,4.1097
2018-09-13,4.1763
2018-09-14,4.1965
2018-09-17,4.0922
2018-09-18,4.1128
2018-09-19,4.0837
2018-09-20,4.1056
2018-09-21,4.2173
2018-09-24,4.3198
2018-09-25,4.2735
2018-09-26,4.2641
2018-09-27,4.3373
2018-09-28,4.2990
2018-10-01,4.3077
2018-10-02,4.4049
2018-10-03,4.3750
2018-10-04,4.3198
2018-10-05,4.3692
2018-10-08,4.3231
2018-10-09,4.3723
2018-10-10,4.4483
2018-10-11,4.4829
2018-10-12,4.4686
2018-10-15,4.4547
2018-10-16,4.4579
2018-10-17,4.4271
2018-10-18,4.4057
2018-10-19,4.3136
2018-10-22,4.3176
2018-10-23,4.2319
2018-10-24,4.2765
2018-10-25,4.2907
2018-10-26,4.2960
2018-10-29,4.3482
2018-10-30,4.4290
2018-10-31,4.3275
2018-11-01,4.3118
2018-11-02,4.2856
2018-11-05,4.3202
2018-11-06,4.4178
2018-11-07,4.3614
2018-11-08,4.2741
2018-11-09,4.1900
2018-11-12,4.1022
2018-11-13,4.1425
2018-11-14,4.0889
2018-11-15,4.0807
2018-11-16,4.1178
2018-11-19,4.1255
2018-11-20,4.0620
2018-11-21,4.1057
2018-11-22,4.0737
2018-11-23,4.0459
2018-11-26,3.9560
2018-11-27,4.0114
2018-11-28,4.0137
2018-11-29,4.0417
2018-11-30,4.0693
2018-12-03,4.1170
2018-12-04,4.1938
2018-12-05,4.2066
2018-12-06,4.3062
2018-12-07,4.1646
2018-12-10,4.1080
2018-12-11,4.0638
2018-12-12,4.0866
2018-12-13,4.1223
2018-12-14,4.0653
2018-12-17,4.0941
2018-12-18,4.1990
2018-12-19,4.2421
2018-12-20,4.3315
2018-12-21,4.2479
2018-12-24,4.3295
2018-12-25,4.3504
2018-12-26,4.3740
2018-12-27,4.4031
2018-12-28,4.3479
2018-12-31,4.3797
2019-01-01,4.3455
2019-01-02,4.3481
2019-01-03,4.3406
2019-01-04,4.3990
2019-01-07,4.3635
2019-01-08,4.3454
2019-01-09,4.2899
2019-01-10,4.2504
2019-01-11,4.1754
2019-01-14,4.2164
2019-01-15,4.1512
2019-01-16,4.1457
2019-01-17,4.1211
2019-01-18,3.9804
2019-01-21,4.0137
2019-01-22,3.9200
2019-01-23,3.8713
2019-01-24,3.7890
2019-01-25,3.7719
2019-01-28,3.6967
2019-01-29,3.7509
2019-01-30,3.8662
2019-01-31,3.8600
2019-02-01,3.8209
2019-02-04,3.7519
2019-02-05,3.5989
2019-02-06,3.6518
2019-02-07,3.6875
2019-02-08,3.6882
2019-02-11,3.6724
2019-02-12,3.7308
2019-02-13,3.7086
2019-02-14,3.7082
2019-02-15,3.6424
2019-02-18,3.6251
2019-02-19,3.6357
2019-02-20,3.5645
2019-02-21,3.5779
2019-02-22,3.5500
2019-02-25,3.5993
2019-02-26,3.5625
2019-02-27,3.5897
2019-02-28,3.5789
2019-03-01,3.6384
2019-03-04,3.6430
2019-03-05,3.7249
2019-03-06,3.7891
2019-03-07,3.8059
2019-03-08,3.8216
2019-03-11,3.7822
2019-03-12,3.8194
2019-03-13,3.8802
2019-03-14,3.8319
2019-03-15,3.6729
2019-03-18,3.6259
2019-03-19,3.6478
2019-03-20,3.6875
2019-03-21,3.6364
2019-03-22,3.7122
2019-03-25,3.8254
2019-03-26,3.6787
2019-03-27,3.5397
2019-03-28,3.5689
2019-03-29,3.7060
2019-04-01,3.7192
2019-04-02,3.7165
2019-04-03,3.7048
2019-04-04,3.7060
2019-04-05,3.7391
2019-04-08,3.7681
2019-04-09,3.7939
2019-04-10,3.7362
2019-04-11,3.7089
2019-04-12,3.6877
2019-04-15,3.6528
2019-04-16,3.7676
2019-04-17,3.8182
2019-04-18,3.8057
2019-04-19,3.7547
2019-04-22,3.7732
2019-04-23,3.7273
2019-04-24,3.5689
2019-04-25,3.5039
2019-04-26,3.4743
2019-04-29,3.5080
2019-04-30,3.5037
2019-05-01,3.4468
2019-05-02,3.3684
2019-05-03,3.3655
2019-05-06,3.3111
2019-05-07,3.2125
2019-05-08,3.2033
2019-05-09,3.1588
2019-05-10,3.2167
2019-05-13,3.3066
2019-05-14,3.3308
2019-05-15,3.2230
2019-05-16,3.1981
2019-05-17,3.2915
2019-05-20,3.3685
2019-05-21,3.4218
2019-05-22,3.3825
2019-05-23,3.4755
2019-05-24,3.4045
2019-05-27,3.4624
2019-05-28,3.4689
2019-05-29,3.4625
2019-05-30,3.5045
2019-05-31,3.5009
2019-06-03,3.4830
2019-06-04,3.4350
2019-06-05,3.4227
2019-06-06,3.4300
2019-06-07,3.4004
2019-06-10,3.4062
2019-06-11,3.4354
2019-06-12,3.3728
2019-06-13,3.4006
2019-06-14,3.4902
2019-06-17,3.5084
2019-06-18,3.6482
2019-06-19,3.7310
2019-06-20,3.6780
2019-06-21,3.7652
2019-06-24,3.9142
2019-06-25,4.0081
2019-06-26,4.0526
2019-06-27,3.9783
2019-06-28,3.9802
2019-07-01,3.9229
2019-07-02,3.8650
2019-07-03,3.8229
2019-07-04,3.8465
2019-07-05,3.7349
2019-07-08,3.7567
2019-07-09,3.8454
2019-07-10,3.9983
2019-07-11,4.0990
2019-07-12,4.1341
2019-07-15,4.1973
2019-07-16,4.2348
2019-07-17,4.3592
2019-07-18,4.3379
2019-07-19,4.3464
2019-07-22,4.3395
2019-07-23,4.3423
2019-07-24,4.3022
2019-07-25,4.2112
2019-07-26,4.2745
2019-07-29,4.3101
2019-07-30,4.3469
2019-07-31,4.3601
2019-08-01,4.4486
2019-08-02,4.4485
2019-08-05,4.5151
2019-08-06,4.5323
2019-08-07,4.5164
2019-08-08,4.5782
2019-08-09,4.6164
2019-08-12,4.5843
2019-08-13,4.5894
2019-08-14,4.6888
2019-08-15,4.7326
2019-08-16,4.6150
2019-08-19,4.6182
2019-08-20,4.5773
2019-08-21,4.5400
2019-08-22,4.3660
2019-08-23,4.3586
2019-08-26,4.2539
2019-08-27,4.3318
2019-08-28,4.3180
2019-08-29,4.3897
2019-08-30,4.3930
2019-09-02,4.4269
2019-09-03,4.4222
2019-09-04,4.5065
2019-09-05,4.5434
2019-09-06,4.5138
2019-09-09,4.5618
2019-09-10,4.5626
2019-09-11,4.5885
2019-09-12,4.5886
2019-09-13,4.5685
2019-09-16,4.6713
2019-09-17,4.6038
2019-09-18,4.6513
2019-09-19,4.6333
2019-09-20,4.6941
2019-09-23,4.6191
2019-09-24,4.6282
2019-09-25,4.6165
2019-09-26,4.5951
2019-09-27,4.5730
2019-09-30,4.4950
2019-10-01,4.4907
2019-10-02,4.3938
2019-10-03,4.4302
2019-10-04,4.4690
2019-10-07,4.3727
2019-10-08,4.3649
2019-10-09,4.4390
2019-10-10,4.4216
2019-10-11,4.3921
2019-10-14,4.4067
2019-10-15,4.3866
2019-10-16,4.3151
2019-10-17,4.2519
2019-10-18,4.1779
2019-10-21,4.1107
2019-10-22,4.1644
2019-10-23,4.2146
2019-10-24,4.2022
2019-10-25,4.1969
2019-10-28,4.2672
2019-10-29,4.2778
2019-10-30,4.1523
2019-10-31,4.1071
2019-11-01,4.0899
2019-11-04,4.0768
2019-11-05,3.9879
2019-11-06,3.9094
2019-11-07,3.9038
2019-11-08,3.8908
2019-11-11,3.8647
2019-11-12,3.8727
2019-11-13,3.8558
2019-11-14,3.7680
2019-11-15,3.7511
2019-11-18,3.7079
2019-11-19,3.8588
2019-11-20,3.8179
2019-11-21,3.7426
2019-11-22,3.7601
2019-11-25,3.7448
2019-11-26,3.7533
2019-11-27,3.7009
2019-11-28,3.7053
2019-11-29,3.6820
2019-12-02,3.6815
2019-12-03,3.6959
2019-12-04,3.6782
2019-12-05,3.7779
2019-12-06,3.6790
2019-12-09,3.7169
2019-12-10,3.8568
2019-12-11,3.7785
2019-12-12,3.6971
2019-12-13,3.7560
2019-12-16,3.7167
2019-12-17,3.7584
2019-12-18,3.7557
2019-12-19,3.8688
2019-12-20,3.8794
2019-12-23,3.9167
2019-12-24,3.9770
2019-12-25,3.8950
2019-12-26,3.9126
2019-12-27,3.8979
2019-12-30,3.8868
2019-12-31,3.9016
2020-01-01,3.8721
2020-01-02,3.8261
2020-01-03,3.7528
2020-01-06,3.7634
2020-01-07,3.8137
2020-01-08,3.9463
2020-01-09,4.0043
2020-01-10,4.0495
2020-01-13,4.1097
2020-01-14,4.1546
2020-01-15,4.1667
2020-01-16,4.2921
2020-01-17,4.2377
2020-01-20,4.2271
2020-01-21,4.2229
2020-01-22,4.2910
2020-01-23,4.3247
2020-01-24,4.2926
2020-01-27,4.2763
2020-01-28,4.2796
2020-01-29,4.2623
2020-01-30,4.2627
2020-01-31,4.2548
2020-02-03,4.1653
2020-02-04,4.1217
2020-02-05,4.2666
2020-02-06,4.2059
2020-02-07,4.3652
2020-02-10,4.3297
2020-02-11,4.3306
2020-02-12,4.3254
2020-02-13,4.3694
2020-02-14,4.3598
2020-02-17,4.3144
2020-02-18,4.3149
2020-02-19,4.3740
2020-02-20,4.3871
2020-02-21,4.4025
2020-02-24,4.3677
2020-02-25,4.3770
2020-02-26,4.3026
2020-02-27,4.2956
2020-02-28,4.2236
2020-03-02,4.2559
2020-03-03,4.3242
2020-03-04,4.3382
2020-03-05,4.3122
2020-03-06,4.2389
2020-03-09,4.2069
2020-03-10,4.2722
2020-03-11,4.3047
2020-03-12,4.2634
2020-03-13,4.3093
2020-03-16,4.4262
2020-03-17,4.5412
2020-03-18,4.4849
2020-03-19,4.5453
2020-03-20,4.5004
2020-03-23,4.3860
2020-03-24,4.4454
2020-03-25,4.4856
2020-03-26,4.4544
2020-03-27,4.5824
2020-03-30,4.4980
2020-03-31,4.4669
2020-04-01,4.4758
2020-04-02,4.5442
2020-04-03,4.5400
2020-04-06,4.4818
2020-04-07,4.5493
2020-04-08,4.5902
2020-04-09,4.6627
2020-04-10,4.6547
2020-04-13,4.5854
2020-04-14,4.5327
2020-04-15,4.6225
2020-04-16,4.5845
2020-04-17,4.6858
2020-04-20,4.6581
2020-04-21,4.6221
2020-04-22,4.5415
2020-04-23,4.5448
2020-04-24,4.4697
2020-04-27,4.4344
2020-04-28,4.4479
2020-04-29,4.4848
2020-04-30,4.6265
2020-05-01,4.5633
2020-05-04,4.5439
2020-05-05,4.5625
2020-05-06,4.5656
2020-05-07,4.5804
2020-05-08,4.5161
2020-05-11,4.4985
2020-05-12,4.5499
2020-05-13,4.4309
2020-05-14,4.4227
2020-05-15,4.3581
2020-05-18,4.3097
2020-05-19,4.2452
2020-05-20,4.2490
2020-05-21,4.1796
2020-05-22,4.1594
2020-05-25,4.2468
2020-05-26,4.1894
2020-05-27,4.2133
2020-05-28,4.1671
2020-05-29,4.1459
2020-06-01,4.1480
2020-06-02,4.0994
2020-06-03,4.0858
2020-06-04,3.9891
2020-06-05,4.0366
2020-06-08,4.0098
2020-06-09,3.9450
2020-06-10,3.9190
2020-06-11,3.9073
2020-06-12,3.8018
2020-06-15,3.6178
2020-06-16,3.4903
2020-06-17,3.4958
2020-06-18,3.5441
2020-06-19,3.5950
2020-06-22,3.5264
2020-06-23,3.5173
2020-06-24,3.5069
2020-06-25,3.5600
2020-06-26,3.5333
2020-06-29,3.5068
2020-06-30,3.6007
2020-07-01,3.6834
2020-07-02,3.6954
2020-07-03,3.8311
2020-07-06,3.7999
2020-07-07,3.8826
2020-07-08,4.0083
2020-07-09,4.0390
2020-07-10,4.0169
2020-07-13,3.9636
2020-07-14,3.8883
2020-07-15,3.8362
2020-07-16,3.7522
2020-07-17,3.7133
2020-07-20,3.7915
2020-07-21,3.7949
2020-07-22,3.7769
2020-07-23,3.7608
2020-07-24,3.8954
2020-07-27,3.9359
2020-07-28,4.0767
2020-07-29,4.0142
2020-07-30,3.9999
2020-07-31,4.0358
2020-08-03,3.9421
2020-08-04,3.8950
2020-08-05,3.8674
2020-08-06,3.8081
2020-08-07,3.7816
2020-08-10,3.7787
2020-08-11,3.7528
2020-08-12,3.7911
2020-08-13,3.7773
2020-08-14,3.7959
2020-08-17,3.8826
2020-08-18,3.8797
2020-08-19,3.8606
2020-08-20,3.7800
2020-08-21,3.8036
2020-08-24,3.8639
2020-08-25,3.8398
2020-08-26,3.8690
2020-08-27,3.9926
2020-08-28,4.0141
2020-08-31,3.9810
2020-09-01,3.9740
2020-09-02,3.9930
2020-09-03,3.9761
2020-09-04,3.8435
2020-09-07,3.8481
2020-09-08,3.9221
2020-09-09,3.9020
2020-09-10,3.8516
2020-09-11,3.8971
2020-09-14,3.9258
2020-09-15,3.9498
2020-09-16,3.8281
2020-09-17,3.8984
2020-09-18,3.7848
2020-09-21,3.7718
2020-09-22,3.8659
2020-09-23,3.9157
2020-09-24,3.9277
2020-09-25,3.8682
2020-09-28,3.9042
2020-09-29,3.8013
2020-09-30,3.8301
2020-10-01,3.8439
2020-10-02,3.7801
2020-10-05,3.8377
2020-10-06,3.8506
2020-10-07,3.9023
2020-10-08,3.8681
2020-10-09,3.9349
2020-10-12,4.0026
2020-10-13,4.0723
2020-10-14,4.1168
2020-10-15,4.1083
2020-10-16,4.0339
2020-10-19,4.0809
2020-10-20,4.1371
2020-10-21,3.9982
2020-10-22,4.0099
2020-10-23,4.0095
2020-10-26,4.0216
2020-10-27,3.9001
2020-10-28,3.8735
2020-10-29,3.8588
2020-10-30,3.8338
2020-11-02,3.8301
2020-11-03,3.9139
2020-11-04,3.9616
2020-11-05,3.8947
2020-11-06,3.9995
2020-11-09,4.0419
2020-11-10,4.0806
2020-11-11,4.0436
2020-11-12,3.9098
2020-11-13,3.9332
2020-11-16,4.0536
2020-11-17,4.1621
2020-11-18,4.3097
2020-11-19,4.3148
2020-11-20,4.3185
2020-11-23,4.3809
2020-11-24,4.3591
2020-11-25,4.3551
2020-11-26,4.4280
2020-11-27,4.3715
2020-11-30,4.3114
2020-12-01,4.2900
2020-12-02,4.2812
2020-12-03,4.2703
2020-12-04,4.2642
2020-12-07,4.3550
2020-12-08,4.3733
2020-12-09,4.3037
2020-12-10,4.3190
2020-12-11,4.3208
2020-12-14,4.2748
2020-12-15,4.2426
2020-12-16,4.2638
2020-12-17,4.2384
2020-12-18,4.2558
2020-12-21,4.2983
2020-12-22,4.3232
2020-12-23,4.3497
2020-12-24,4.3624
2020-12-25,4.3803
2020-12-28,4.3809
2020-12-29,4.4551
2020-12-30,4.3021
2020-12-31,4.3476
2021-01-01,4.2701
2021-01-04,4.3394
2021-01-05,4.3427
2021-01-06,4.3431
2021-01-07,4.3321
2021-01-08,4.3510
2021-01-11,4.3116
2021-01-12,4.3758
2021-01-13,4.3042
2021-01-14,4.4196
2021-01-15,4.4046
2021-01-18,4.4778
2021-01-19,4.4887
2021-01-20,4.5419
2021-01-21,4.5128
2021-01-22,4.5371
2021-01-25,4.5507
2021-01-26,4.5418
2021-01-27,4.4364
2021-01-28,4.3864
2021-01-29,4.4133
2021-02-01,4.4029
2021-02-02,4.3412
2021-02-03,4.3533
2021-02-04,4.3889
2021-02-05,4.3367
2021-02-08,4.2853
2021-02-09,4.2175
2021-02-10,4.3168
2021-02-11,4.3891
2021-02-12,4.4252
2021-02-15,4.3701
2021-02-16,4.2871
2021-02-17,4.3537
2021-02-18,4.3501
2021-02-19,4.3021
2021-02-22,4.3770
2021-02-23,4.4528
2021-02-24,4.5183
2021-02-25,4.5579
2021-02-26,4.5612
2021-03-01,4.5495
2021-03-02,4.5626
2021-03-03,4.6321
2021-03-04,4.4854
2021-03-05,4.5631
2021-03-08,4.5448
2021-03-09,4.5399
2021-03-10,4.5158
2021-03-11,4.4969
2021-03-12,4.4692
2021-03-15,4.5078
2021-03-16,4.4024
2021-03-17,4.4012
2021-03-18,4.3673
2021-03-19,4.3371
2021-03-22,4.4202
2021-03-23,4.3636
2021-03-24,4.3992
2021-03-25,4.3280
2021-03-26,4.1860
2021-03-29,4.1206
2021-03-30,4.1508
2021-03-31,4.1999
2021-04-01,4.0888
2021-04-02,4.0264
2021-04-05,3.9249
2021-04-06,3.9771
2021-04-07,4.0334
2021-04-08,4.0299
2021-04-09,4.1153
2021-04-12,4.0050
2021-04-13,4.1204
2021-04-14,4.1423
2021-04-15,4.1325
2021-04-16,4.0337
2021-04-19,4.0202
2021-04-20,3.9747
2021-04-21,4.0219
2021-04-22,3.9908
2021-04-23,3.9738
2021-04-26,4.0461
2021-04-27,4.0017
2021-04-28,4.0646
2021-04-29,4.1019
2021-04-30,4.0455
2021-05-03,3.9786
2021-05-04,4.1187
2021-05-05,4.1362
2021-05-06,4.1174
2021-05-07,4.0312
2021-05-10,3.9039
2021-05-11,4.0549
2021-05-12,4.0287
2021-05-13,4.1214
2021-05-14,4.1320
2021-05-17,4.0979
2021-05-18,4.1113
2021-05-19,4.0667
2021-05-20,4.0455
2021-05-21,3.9929
2021-05-24,3.9845
2021-05-25,4.0032
2021-05-26,4.0176
2021-05-27,3.9805
2021-05-28,4.0428
2021-05-31,4.0280
2021-06-01,4.0023
2021-06-02,4.0310
2021-06-03,4.0861
2021-06-04,4.0389
2021-06-07,4.1342
2021-06-08,4.1117
2021-06-09,4.1136
2021-06-10,4.0772
2021-06-11,4.0401
2021-06-14,4.0238
2021-06-15,4.0126
2021-06-16,3.9441
2021-06-17,3.9384
2021-06-18,3.8162
2021-06-21,3.7866
2021-06-22,3.8714
2021-06-23,3.8583
2021-06-24,3.8823
2021-06-25,3.9203
2021-06-28,3.8093
2021-06-29,3.7963
2021-06-30,3.7580
2021-07-01,3.6979
2021-07-02,3.6638
2021-07-05,3.6265
2021-07-06,3.5489
2021-07-07,3.5032
2021-07-08,3.4277
2021-07-09,3.3653
2021-07-12,3.3934
2021-07-13,3.4725
2021-07-14,3.4983
2021-07-15,3.4888
2021-07-16,3.4980
2021-07-19,3.4857
2021-07-20,3.5036
2021-07-21,3.3211
2021-07-22,3.4167
2021-07-23,3.4050
2021-07-26,3.3865
2021-07-27,3.3524
2021-07-28,3.3462
2021-07-29,3.3442
2021-07-30,3.3710
2021-08-02,3.4744
2021-08-03,3.4141
2021-08-04,3.2932
2021-08-05,3.1865
2021-08-06,3.2578
2021-08-09,3.2981
2021-08-10,3.2785
2021-08-11,3.2840
2021-08-12,3.2765
2021-08-13,3.2879
2021-08-16,3.2867
2021-08-17,3.2913
2021-08-18,3.2852
2021-08-19,3.4079
2021-08-20,3.4599
2021-08-23,3.3760
2021-08-24,3.3540
2021-08-25,3.3456
2021-08-26,3.4188
2021-08-27,3.4414
2021-08-30,3.4183
2021-08-31,3.4618
2021-09-01,3.5116
2021-09-02,3.6283
2021-09-03,3.6657
2021-09-06,3.6958
2021-09-07,3.6267
2021-09-08,3.6372
2021-09-09,3.7042
2021-09-10,3.7259
2021-09-13,3.8183
2021-09-14,3.8348
2021-09-15,3.8144
2021-09-16,3.7778
2021-09-17,3.8605
2021-09-20,3.8998
2021-09-21,3.8878
2021-09-22,3.8597
2021-09-23,3.7548
2021-09-24,3.8497
2021-09-27,3.9827
2021-09-28,3.9802
2021-09-29,3.9494
2021-09-30,3.9698
2021-10-01,3.9031
2021-10-04,3.8468
2021-10-05,3.8067
2021-10-06,3.8076
2021-10-07,3.7145
2021-10-08,3.7547
2021-10-11,3.7834
2021-10-12,3.7026
2021-10-13,3.7231
2021-10-14,3.6720
2021-10-15,3.7639
2021-10-18,3.6491
2021-10-19,3.6087
2021-10-20,3.5518
2021-10-21,3.5939
2021-10-22,3.6000
2021-10-25,3.4964
2021-10-26,3.4674
2021-10-27,3.4437
2021-10-28,3.4441
2021-10-29,3.5097
2021-11-01,3.5689
2021-11-02,3.6403
2021-11-03,3.5894
2021-11-04,3.6438
2021-11-05,3.6995
2021-11-08,3.8881
2021-11-09,3.9357
2021-11-10,3.9213
2021-11-11,3.9648
2021-11-12,3.9631
2021-11-15,4.0633
2021-11-16,3.9784
2021-11-17,3.8755
2021-11-18,3.8699
2021-11-19,3.9736
2021-11-22,3.9482
2021-11-23,4.0048
2021-11-24,3.8858
2021-11-25,3.9854
2021-11-26,3.9802
2021-11-29,4.0488
2021-11-30,4.0516
2021-12-01,3.9570
2021-12-02,3.8909
2021-12-03,3.8351
2021-12-06,3.7535
2021-12-07,3.7780
2021-12-08,3.7228
2021-12-09,3.6188
2021-12-10,3.7129
2021-12-13,3.6369
2021-12-14,3.7179
2021-12-15,3.7899
2021-12-16,3.7917
2021-12-17,3.8284
2021-12-20,3.8089
2021-12-21,3.7558
2021-12-22,3.6894
2021-12-23,3.6064
2021-12-24,3.6521
2021-12-27,3.6581
2021-12-28,3.6594
2021-12-29,3.6885
2021-12-30,3.6865
2021-12-31,3.6608
2022-01-03,3.6897
2022-01-04,3.6952
2022-01-05,3.7867
2022-01-06,3.7623
2022-01-07,3.8455
2022-01-10,3.9186
2022-01-11,3.9748
2022-01-12,3.8744
2022-01-13,3.8572
2022-01-14,3.9066
2022-01-17,3.9647
2022-01-18,4.0759
2022-01-19,4.0776
2022-01-20,4.0773
2022-01-21,4.0780
2022-01-24,4.1264
2022-01-25,4.0669
2022-01-26,4.0311
2022-01-27,3.9981
2022-01-28,4.1513
2022-01-31,4.1199
2022-02-01,4.0605
2022-02-02,4.0973
2022-02-03,3.9660
2022-02-04,3.9491
2022-02-07,4.0601
2022-02-08,4.1194
2022-02-09,4.2080
2022-02-10,4.2833
2022-02-11,4.2566
2022-02-14,4.2616
2022-02-15,4.2711
2022-02-16,4.2867
2022-02-17,4.2949
2022-02-18,4.3765
2022-02-21,4.2857
2022-02-22,4.2788
2022-02-23,4.4246
2022-02-24,4.4350
2022-02-25,4.4566
2022-02-28,4.4416
2022-03-01,4.4178
2022-03-02,4.4258
2022-03-03,4.4012
2022-03-04,4.4043
2022-03-07,4.3323
2022-03-08,4.3043
2022-03-09,4.2697
2022-03-10,4.1887
2022-03-11,4.0615
2022-03-14,4.0812
2022-03-15,3.9819
2022-03-16,3.9685
2022-03-17,4.0689
2022-03-18,4.0695
2022-03-21,4.0777
2022-03-22,4.1019
2022-03-23,4.0756
2022-03-24,4.0907
2022-03-25,4.0730
2022-03-28,4.0288
2022-03-29,4.0686
2022-03-30,4.1469
2022-03-31,4.2289
2022-04-01,4.2465
2022-04-04,4.2884
2022-04-05,4.2674
2022-04-06,4.2296
2022-04-07,4.3275
2022-04-08,4.2997
2022-04-11,4.1932
2022-04-12,4.2988
2022-04-13,4.3066
2022-04-14,4.3082
2022-04-15,4.3421
2022-04-18,4.3400
2022-04-19,4.2971
2022-04-20,4.4023
2022-04-21,4.3284
2022-04-22,4.3831
2022-04-25,4.2711
2022-04-26,4.2994
2022-04-27,4.2639
2022-04-28,4.3069
2022-04-29,4.2458
2022-05-02,4.2365
2022-05-03,4.2552
2022-05-04,4.1649
2022-05-05,4.2222
2022-05-06,4.2721
2022-05-09,4.2517
2022-05-10,4.2200
2022-05-11,4.1711
2022-05-12,4.1928
2022-05-13,4.2604
2022-05-16,4.2752
2022-05-17,4.2842
2022-05-18,4.3358
2022-05-19,4.3823
2022-05-20,4.3992
2022-05-23,4.4165
2022-05-24,4.3992
2022-05-25,4.4766
2022-05-26,4.4452
2022-05-27,4.4592
2022-05-30,4.4474
2022-05-31,4.4712
2022-06-01,4.4805
2022-06-02,4.4767
2022-06-03,4.4604
2022-06-06,4.3965
2022-06-07,4.4535
2022-06-08,4.4206
2022-06-09,4.5247
2022-06-10,4.4365
2022-06-13,4.4354
2022-06-14,4.4643
2022-06-15,4.5084
2022-06-16,4.5968
2022-06-17,4.6544
