DATE,VALUE
2019-04-30,1.9736
2019-05-01,1.9877
2019-05-02,2.0682
2019-05-03,2.0443
2019-05-06,2.0528
2019-05-07,2.0958
2019-05-08,2.0915
2019-05-09,2.0903
2019-05-10,2.1262
2019-05-13,2.1255
2019-05-14,2.1402
2019-05-15,2.0988
2019-05-16,2.1243
2019-05-17,2.0983
2019-05-20,2.0915
2019-05-21,2.1009
2019-05-22,2.0728
2019-05-23,2.0605
2019-05-24,2.1047
2019-05-27,2.1154
2019-05-28,2.1222
2019-05-29,2.1726
2019-05-30,2.1985
2019-05-31,2.1510
2019-06-03,2.2070
2019-06-04,2.2108
2019-06-05,2.2268
2019-06-06,2.2166
2019-06-07,2.2232
2019-06-10,2.2493
2019-06-11,2.2418
2019-06-12,2.2569
2019-06-13,2.2973
2019-06-14,2.2792
2019-06-17,2.2474
2019-06-18,2.2397
2019-06-19,2.2631
2019-06-20,2.2448
2019-06-21,2.2699
2019-06-24,2.2643
2019-06-25,2.2585
2019-06-26,2.2160
2019-06-27,2.2904
2019-06-28,2.2679
2019-07-01,2.2900
2019-07-02,2.2396
2019-07-03,2.2650
2019-07-04,2.2011
2019-07-05,2.1662
2019-07-08,2.2108
2019-07-09,2.2393
2019-07-10,2.1685
2019-07-11,2.1683
2019-07-12,2.1895
2019-07-15,2.2750
2019-07-16,2.3125
2019-07-17,2.2879
2019-07-18,2.2874
2019-07-19,2.2695
2019-07-22,2.2471
2019-07-23,2.2249
2019-07-24,2.2634
2019-07-25,2.2519
2019-07-26,2.2240
2019-07-29,2.2614
2019-07-30,2.2716
2019-07-31,2.2728
2019-08-01,2.2548
2019-08-02,2.2457
2019-08-05,2.2075
2019-08-06,2.1409
2019-08-07,2.1365
2019-08-08,2.1068
2019-08-09,2.0931
2019-08-12,2.0930
2019-08-13,2.1073
2019-08-14,2.1771
2019-08-15,2.1870
2019-08-16,2.1563
2019-08-19,2.1466
2019-08-20,2.1616
2019-08-21,2.1739
2019-08-22,2.1982
2019-08-23,2.2308
2019-08-26,2.2014
2019-08-27,2.1978
2019-08-28,2.1766
2019-08-29,2.1910
2019-08-30,2.2124
2019-09-02,2.2258
2019-09-03,2.2222
2019-09-04,2.2164
2019-09-05,2.2484
2019-09-06,2.2538
2019-09-09,2.2794
2019-09-10,2.2660
2019-09-11,2.2869
2019-09-12,2.2953
2019-09-13,2.2974
2019-09-16,2.2682
2019-09-17,2.2785
2019-09-18,2.2787
2019-09-19,2.2471
2019-09-20,2.2643
2019-09-23,2.2623
2019-09-24,2.2519
2019-09-25,2.2391
2019-09-26,2.2107
2019-09-27,2.1973
2019-09-30,2.2648
2019-10-01,2.2891
2019-10-02,2.3238
2019-10-03,2.3025
2019-10-04,2.3440
2019-10-07,2.3626
2019-10-08,2.3031
2019-10-09,2.3578
2019-10-10,2.2999
2019-10-11,2.3340
2019-10-14,2.2939
2019-10-15,2.2583
2019-10-16,2.3217
2019-10-17,2.3129
2019-10-18,2.3154
2019-10-21,2.2519
2019-10-22,2.1867
2019-10-23,2.1417
2019-10-24,2.1348
2019-10-25,2.0955
2019-10-28,2.1186
2019-10-29,2.1102
2019-10-30,2.1168
2019-10-31,2.1004
2019-11-01,2.1292
2019-11-04,2.1364
2019-11-05,2.1314
2019-11-06,2.1157
2019-11-07,2.0887
2019-11-08,2.0452
2019-11-11,2.0173
2019-11-12,2.0200
2019-11-13,2.0421
2019-11-14,2.0600
2019-11-15,1.9997
2019-11-18,1.9244
2019-11-19,1.9365
2019-11-20,1.9052
2019-11-21,1.9580
2019-11-22,1.9694
2019-11-25,1.9353
2019-11-26,1.9491
2019-11-27,1.9031
2019-11-28,1.9392
2019-11-29,1.9355
2019-12-02,1.9308
2019-12-03,1.9559
2019-12-04,1.9222
2019-12-05,1.9377
2019-12-06,1.8690
2019-12-09,1.8585
2019-12-10,1.8700
2019-12-11,1.8527
2019-12-12,1.8538
2019-12-13,1.8018
2019-12-16,1.8020
2019-12-17,1.8535
2019-12-18,1.9058
2019-12-19,1.8859
2019-12-20,1.8955
2019-12-23,1.8915
2019-12-24,1.8704
2019-12-25,1.8533
2019-12-26,1.8589
2019-12-27,1.8444
2019-12-30,1.8172
2019-12-31,1.8241
2020-01-01,1.8738
2020-01-02,1.8909
2020-01-03,1.9133
2020-01-06,1.9856
2020-01-07,1.9811
2020-01-08,1.9772
2020-01-09,2.0435
2020-01-10,2.0560
2020-01-13,2.0332
2020-01-14,2.0421
2020-01-15,2.0011
2020-01-16,1.9588
2020-01-17,1.9841
2020-01-20,2.0021
2020-01-21,1.9765
2020-01-22,1.9520
2020-01-23,2.0056
2020-01-24,2.0395
2020-01-27,2.0157
2020-01-28,2.0259
2020-01-29,2.0319
2020-01-30,2.0316
2020-01-31,2.0249
2020-02-03,2.0732
2020-02-04,2.0901
2020-02-05,2.1131
2020-02-06,2.1297
2020-02-07,2.0833
2020-02-10,2.0697
2020-02-11,2.0747
2020-02-12,2.1483
2020-02-13,2.1526
2020-02-14,2.1017
2020-02-17,2.1405
2020-02-18,2.1228
2020-02-19,2.1249
2020-02-20,2.1494
2020-02-21,2.1735
2020-02-24,2.1576
2020-02-25,2.1271
2020-02-26,2.1033
2020-02-27,2.1212
2020-02-28,2.0992
2020-03-02,2.1314
2020-03-03,2.1349
2020-03-04,2.0950
2020-03-05,2.0822
2020-03-06,2.0698
2020-03-09,1.9986
2020-03-10,1.9790
2020-03-11,2.0222
2020-03-12,2.0256
2020-03-13,1.9761
2020-03-16,1.9139
2020-03-17,1.9173
2020-03-18,1.8965
2020-03-19,1.8999
2020-03-20,1.9072
2020-03-23,1.9445
2020-03-24,1.8995
2020-03-25,1.9274
2020-03-26,1.9157
2020-03-27,1.9045
2020-03-30,1.9519
2020-03-31,1.9240
2020-04-01,1.8864
2020-04-02,1.9033
2020-04-03,1.9054
2020-04-06,1.9040
2020-04-07,1.9189
2020-04-08,1.9734
2020-04-09,1.9975
2020-04-10,2.0386
2020-04-13,2.0177
2020-04-14,2.0296
2020-04-15,1.9964
2020-04-16,1.9673
2020-04-17,1.9816
2020-04-20,2.0010
2020-04-21,2.0316
2020-04-22,2.0572
2020-04-23,2.0448
2020-04-24,2.0800
2020-04-27,2.1120
2020-04-28,2.1505
2020-04-29,2.1483
2020-04-30,2.1093
2020-05-01,2.0797
2020-05-04,2.0606
2020-05-05,2.0809
2020-05-06,2.1474
2020-05-07,2.1648
2020-05-08,2.1416
2020-05-11,2.1729
2020-05-12,2.1660
2020-05-13,2.1427
2020-05-14,2.0872
2020-05-15,2.0542
2020-05-18,2.0808
2020-05-19,2.0488
2020-05-20,2.0964
2020-05-21,2.1129
2020-05-22,2.1338
2020-05-25,2.0876
2020-05-26,2.1075
2020-05-27,2.1459
2020-05-28,2.1609
2020-05-29,2.1334
2020-06-01,2.1014
2020-06-02,2.0707
2020-06-03,2.1188
2020-06-04,2.1316
2020-06-05,2.1851
2020-06-08,2.1904
2020-06-09,2.2317
2020-06-10,2.2056
2020-06-11,2.1892
2020-06-12,2.1715
2020-06-15,2.2152
2020-06-16,2.2656
2020-06-17,2.2766
2020-06-18,2.2796
2020-06-19,2.2841
2020-06-22,2.3281
2020-06-23,2.3522
2020-06-24,2.3140
2020-06-25,2.2904
2020-06-26,2.2898
2020-06-29,2.2591
2020-06-30,2.1992
2020-07-01,2.1502
2020-07-02,2.1433
2020-07-03,2.0472
2020-07-06,2.0358
2020-07-07,2.0392
2020-07-08,2.0507
2020-07-09,2.1023
2020-07-10,2.1239
2020-07-13,2.0618
2020-07-14,2.0317
2020-07-15,2.0629
2020-07-16,2.0437
2020-07-17,2.0666
2020-07-20,2.0705
2020-07-21,2.0830
2020-07-22,2.0954
2020-07-23,2.1058
2020-07-24,2.1298
2020-07-27,2.1920
2020-07-28,2.1915
2020-07-29,2.1758
2020-07-30,2.1271
2020-07-31,2.1423
2020-08-03,2.1020
2020-08-04,2.1405
2020-08-05,2.1841
2020-08-06,2.1876
2020-08-07,2.2201
2020-08-10,2.2295
2020-08-11,2.2350
2020-08-12,2.2268
2020-08-13,2.2595
2020-08-14,2.2920
2020-08-17,2.2738
2020-08-18,2.1746
2020-08-19,2.1836
2020-08-20,2.1445
2020-08-21,2.1008
2020-08-24,2.0765
2020-08-25,2.0788
2020-08-26,2.1706
2020-08-27,2.1118
2020-08-28,2.0739
2020-08-31,2.1018
2020-09-01,2.1031
2020-09-02,2.0942
2020-09-03,2.1119
2020-09-04,2.1495
2020-09-07,2.1377
2020-09-08,2.1157
2020-09-09,2.0775
2020-09-10,2.0089
2020-09-11,1.9748
2020-09-14,2.0147
2020-09-15,2.0352
2020-09-16,2.0614
2020-09-17,2.0911
2020-09-18,2.1388
2020-09-21,2.1784
2020-09-22,2.1742
2020-09-23,2.1533
2020-09-24,2.1690
2020-09-25,2.1812
2020-09-28,2.1534
2020-09-29,2.1569
2020-09-30,2.1385
2020-10-01,2.1431
2020-10-02,2.1328
2020-10-05,2.1709
2020-10-06,2.1370
2020-10-07,2.1401
2020-10-08,2.1455
2020-10-09,2.1010
2020-10-12,2.1521
2020-10-13,2.1163
2020-10-14,2.1167
2020-10-15,2.0608
2020-10-16,2.0516
2020-10-19,2.0942
2020-10-20,2.0960
2020-10-21,2.0738
2020-10-22,2.0966
2020-10-23,2.1098
2020-10-26,2.1015
2020-10-27,2.1433
2020-10-28,2.1637
2020-10-29,2.1883
2020-10-30,2.2236
2020-11-02,2.1910
2020-11-03,2.1498
2020-11-04,2.1332
2020-11-05,2.0890
2020-11-06,2.0749
2020-11-09,2.0831
2020-11-10,2.0875
2020-11-11,2.0994
2020-11-12,2.0647
2020-11-13,2.0284
2020-11-16,1.9718
2020-11-17,2.0250
2020-11-18,2.0558
2020-11-19,2.0808
2020-11-20,2.0716
2020-11-23,2.0769
2020-11-24,2.0800
2020-11-25,2.0828
2020-11-26,2.0721
2020-11-27,2.0439
2020-11-30,2.0622
2020-12-01,1.9723
2020-12-02,1.9634
2020-12-03,1.9238
2020-12-04,1.9468
2020-12-07,1.8776
2020-12-08,1.8712
2020-12-09,1.8351
2020-12-10,1.7706
2020-12-11,1.8205
2020-12-14,1.8305
2020-12-15,1.8758
2020-12-16,1.9111
2020-12-17,1.8633
2020-12-18,1.8640
2020-12-21,1.8109
2020-12-22,1.8008
2020-12-23,1.7831
2020-12-24,1.8338
2020-12-25,1.8314
2020-12-28,1.8177
2020-12-29,1.8528
2020-12-30,1.9062
2020-12-31,1.8812
2021-01-01,1.8685
2021-01-04,1.8354
2021-01-05,1.8250
2021-01-06,1.8479
2021-01-07,1.8192
2021-01-08,1.8635
2021-01-11,1.8781
2021-01-12,1.8868
2021-01-13,1.8561
2021-01-14,1.8837
2021-01-15,1.8565
2021-01-18,1.8665
2021-01-19,1.8599
2021-01-20,1.8841
2021-01-21,1.8467
2021-01-22,1.8486
2021-01-25,1.8672
2021-01-26,1.8680
2021-01-27,1.8447
2021-01-28,1.8525
2021-01-29,1.8668
2021-02-01,1.8609
2021-02-02,1.9042
2021-02-03,1.9507
2021-02-04,1.9330
2021-02-05,1.9597
2021-02-08,1.9407
2021-02-09,1.9374
2021-02-10,1.9216
2021-02-11,1.9484
2021-02-12,1.9222
2021-02-15,1.9475
2021-02-16,1.9557
2021-02-17,1.9769
2021-02-18,1.9920
2021-02-19,2.0002
2021-02-22,1.9841
2021-02-23,1.9727
2021-02-24,1.9834
2021-02-25,1.9971
2021-02-26,1.9961
2021-03-01,1.9806
2021-03-02,1.9721
2021-03-03,1.9180
2021-03-04,1.9003
2021-03-05,1.9566
2021-03-08,1.9989
2021-03-09,1.9565
2021-03-10,1.9130
2021-03-11,1.9502
2021-03-12,1.9941
2021-03-15,1.9780
2021-03-16,2.0016
2021-03-17,1.9873
2021-03-18,1.9695
2021-03-19,2.0051
2021-03-22,2.0367
2021-03-23,2.0220
2021-03-24,2.0654
2021-03-25,2.0170
2021-03-26,1.9759
2021-03-29,1.9927
2021-03-30,2.0257
2021-03-31,2.0183
2021-04-01,2.0522
2021-04-02,2.0122
2021-04-05,1.9728
2021-04-06,2.0242
2021-04-07,2.0095
2021-04-08,1.9822
2021-04-09,1.9839
2021-04-12,1.9318
2021-04-13,1.8943
2021-04-14,1.8846
2021-04-15,1.9138
2021-04-16,1.9402
2021-04-19,1.9573
2021-04-20,1.9778
2021-04-21,1.9697
2021-04-22,1.9870
2021-04-23,1.9587
2021-04-26,1.9523
2021-04-27,1.9735
2021-04-28,2.0252
2021-04-29,1.9928
2021-04-30,2.0002
2021-05-03,1.9923
2021-05-04,1.9874
2021-05-05,2.0029
2021-05-06,2.0216
2021-05-07,2.0198
2021-05-10,2.0090
2021-05-11,2.0486
2021-05-12,2.0309
2021-05-13,2.0179
2021-05-14,2.0114
2021-05-17,1.9805
2021-05-18,1.9556
2021-05-19,1.9816
2021-05-20,2.0085
2021-05-21,2.0399
2021-05-24,2.0078
2021-05-25,2.0356
2021-05-26,2.1036
2021-05-27,2.0742
2021-05-28,2.0756
2021-05-31,2.0163
2021-06-01,2.0541
2021-06-02,2.0838
2021-06-03,2.1311
2021-06-04,2.0509
2021-06-07,2.0630
2021-06-08,2.0517
2021-06-09,2.0881
2021-06-10,2.1081
2021-06-11,2.1380
2021-06-14,2.1943
2021-06-15,2.1541
2021-06-16,2.1757
2021-06-17,2.1458
2021-06-18,2.0920
2021-06-21,2.0981
2021-06-22,2.0803
2021-06-23,2.0542
2021-06-24,2.0527
2021-06-25,2.0171
2021-06-28,2.0140
2021-06-29,2.0121
2021-06-30,2.0029
2021-07-01,1.9874
2021-07-02,1.9826
2021-07-05,1.9726
2021-07-06,1.9570
2021-07-07,1.9362
2021-07-08,1.9092
2021-07-09,1.9578
2021-07-12,1.9509
2021-07-13,1.9307
2021-07-14,1.9228
2021-07-15,1.9265
2021-07-16,1.9263
2021-07-19,1.9445
2021-07-20,1.9381
2021-07-21,1.9171
2021-07-22,1.9126
2021-07-23,1.9436
2021-07-26,1.9378
2021-07-27,1.9450
2021-07-28,1.9804
2021-07-29,1.9722
2021-07-30,1.9834
2021-08-02,2.0050
2021-08-03,2.0213
2021-08-04,2.0238
2021-08-05,2.0313
2021-08-06,2.0212
2021-08-09,1.9431
2021-08-10,1.9529
2021-08-11,1.9550
2021-08-12,1.9786
2021-08-13,2.0062
2021-08-16,1.9651
2021-08-17,1.9791
2021-08-18,1.9981
2021-08-19,2.0295
2021-08-20,2.0856
2021-08-23,2.1655
2021-08-24,2.1667
2021-08-25,2.2003
2021-08-26,2.1859
2021-08-27,2.1710
2021-08-30,2.2065
2021-08-31,2.2682
2021-09-01,2.2250
2021-09-02,2.2164
2021-09-03,2.2285
2021-09-06,2.2215
2021-09-07,2.2255
2021-09-08,2.2285
2021-09-09,2.2373
2021-09-10,2.2608
2021-09-13,2.2166
2021-09-14,2.2015
2021-09-15,2.1724
2021-09-16,2.1346
2021-09-17,2.1413
2021-09-20,2.1099
2021-09-21,2.0959
2021-09-22,2.0576
2021-09-23,2.0124
2021-09-24,1.9838
2021-09-27,1.9793
2021-09-28,1.9873
2021-09-29,2.0162
2021-09-30,2.0887
2021-10-01,2.1014
2021-10-04,2.0921
2021-10-05,2.0782
2021-10-06,2.0671
2021-10-07,2.0315
2021-10-08,2.0812
2021-10-11,2.0464
2021-10-12,2.0302
2021-10-13,2.0739
2021-10-14,2.0644
2021-10-15,2.1064
2021-10-18,2.1128
2021-10-19,2.1039
2021-10-20,2.0667
2021-10-21,2.0563
2021-10-22,2.0029
2021-10-25,1.9377
2021-10-26,1.9603
2021-10-27,1.9433
2021-10-28,1.9680
2021-10-29,1.9675
2021-11-01,1.9779
2021-11-02,2.0300
2021-11-03,2.0234
2021-11-04,2.0287
2021-11-05,2.0547
2021-11-08,2.0344
2021-11-09,2.0383
2021-11-10,2.0513
2021-11-11,2.0552
2021-11-12,2.0169
2021-11-15,2.0715
2021-11-16,2.1058
2021-11-17,2.1274
2021-11-18,2.1310
2021-11-19,2.1457
2021-11-22,2.2304
2021-11-23,2.2510
2021-11-24,2.2836
2021-11-25,2.2694
2021-11-26,2.2537
2021-11-29,2.2807
2021-11-30,2.3151
2021-12-01,2.3396
2021-12-02,2.3279
2021-12-03,2.3319
2021-12-06,2.3642
2021-12-07,2.2984
2021-12-08,2.2896
2021-12-09,2.3604
2021-12-10,2.3377
2021-12-13,2.3524
2021-12-14,2.3297
2021-12-15,2.2946
2021-12-16,2.2691
2021-12-17,2.2624
2021-12-20,2.2556
2021-12-21,2.2345
2021-12-22,2.2621
2021-12-23,2.2530
2021-12-24,2.2585
2021-12-27,2.3040
2021-12-28,2.3041
2021-12-29,2.3473
2021-12-30,2.3749
2021-12-31,2.3819
2022-01-03,2.4074
2022-01-04,2.3602
2022-01-05,2.3848
2022-01-06,2.3490
2022-01-07,2.3746
2022-01-10,2.3582
2022-01-11,2.3115
2022-01-12,2.2784
2022-01-13,2.2949
2022-01-14,2.2483
2022-01-17,2.2204
2022-01-18,2.2420
2022-01-19,2.2149
2022-01-20,2.1899
2022-01-21,2.1920
2022-01-24,2.1753
2022-01-25,2.2087
2022-01-26,2.2329
2022-01-27,2.1686
2022-01-28,2.1503
2022-01-31,2.1766
2022-02-01,2.1494
2022-02-02,2.1425
2022-02-03,2.1116
2022-02-04,2.0778
2022-02-07,2.0938
2022-02-08,2.1042
2022-02-09,2.1254
2022-02-10,2.1140
2022-02-11,2.0907
2022-02-14,2.0973
2022-02-15,2.1089
2022-02-16,2.1242
2022-02-17,2.0810
2022-02-18,2.0944
2022-02-21,2.1403
2022-02-22,2.1447
2022-02-23,2.1624
2022-02-24,2.1441
2022-02-25,2.1655
2022-02-28,2.1600
2022-03-01,2.1689
2022-03-02,2.1307
2022-03-03,2.1326
2022-03-04,2.1663
2022-03-07,2.1941
2022-03-08,2.2104
2022-03-09,2.2438
2022-03-10,2.2167
2022-03-11,2.2031
2022-03-14,2.1941
2022-03-15,2.1703
2022-03-16,2.1374
2022-03-17,2.1237
2022-03-18,2.1131
2022-03-21,2.0919
2022-03-22,2.1234
2022-03-23,2.1139
2022-03-24,2.1345
2022-03-25,2.1741
2022-03-28,2.2258
2022-03-29,2.1921
2022-03-30,2.1544
2022-03-31,2.1405
2022-04-01,2.1395
2022-04-04,2.0962
2022-04-05,2.0875
2022-04-06,2.0500
2022-04-07,2.0710
2022-04-08,2.0414
2022-04-11,2.0046
2022-04-12,2.0203
2022-04-13,2.0043
2022-04-14,2.0125
2022-04-15,2.0308
2022-04-18,1.9932
2022-04-19,1.9470
2022-04-20,1.9940
2022-04-21,2.0131
2022-04-22,2.0048
2022-04-25,2.0654
2022-04-26,2.0786
2022-04-27,2.0886
2022-04-28,2.0640
2022-04-29,2.1287
2022-05-02,2.1253
2022-05-03,2.1253
2022-05-04,2.1828
2022-05-05,2.1393
2022-05-06,2.1150
2022-05-09,2.1343
2022-05-10,2.1179
2022-05-11,2.1098
2022-05-12,2.1368
2022-05-13,2.1199
2022-05-16,2.1056
2022-05-17,2.0855
2022-05-18,2.0847
2022-05-19,2.0444
2022-05-20,2.0836
2022-05-23,2.0531
2022-05-24,2.0416
2022-05-25,2.0699
2022-05-26,2.0878
2022-05-27,2.0752
2022-05-30,2.0611
2022-05-31,2.0522
2022-06-01,2.0404
2022-06-02,2.0448
2022-06-03,2.0763
2022-06-06,2.0550
2022-06-07,2.0305
2022-06-08,2.0212
2022-06-09,2.0186
2022-06-10,1.9790
2022-06-13,2.0163
2022-06-14,1.9715
2022-06-15,1.9311
2022-06-16,1.8782
2022-06-17,1.8857
